name	skill_level	skill_type	skill_type2	buff_type	require_class_knight	require_class_archer	require_class_wizard	require_class_berserker	require_class_hunter	require_class_sorcerer	require_class_swashbuckler	require_class_ranger	require_class_elementaler	require_class_slayer	require_class_obiter	require_class_summoner	require_class_scion	require_level	require_point	require_heroic_point	require_charisma_point	damage_a	damage_magic	damage_water	damage_air	damage_earth	damage_fire	damage_poison	damage_ice	damage_thunder	dmg_heroic	damage_c	damage_a_PERCENT	damage_magic_PERCENT	damage_water_PERCENT	damage_air_PERCENT	damage_earth_PERCENT	damage_fire_PERCENT	damage_poison_PERCENT	damage_ice_PERCENT	damage_thunder_PERCENT	dmg_heroic_percent	damage_c_PERCENT	resist_a	cost_hp	cost_mp	cost_sp	cost_arrow	endskill_cost_hp	cast_time	recast_time	semi_recast_time	duration	interval	show damage	range	area_r	area_f1	area_f2	dot_dmg_a	dot_dmg_magic	dot_dmg_water	dot_dmg_air	dot_dmg_earth	dot_dmg_fire	dot_dmg_poison	dot_dmg_ice	dot_dmg_thunder	dot_dmg_heroic	dot_dmg_a_PERCENT	dot_dmg_magic_PERCENT	dot_dmg_water_PERCENT	dot_dmg_air_PERCENT	dot_dmg_earth_PERCENT	dot_dmg_fire_PERCENT	dot_dmg_poison_PERCENT	dot_dmg_ice_PERCENT	dot_dmg_thunder_PERCENT	move_distance	reflect_max	heroic_reflect_max	defense_max	reflect_con	defense_con	damage_shield	counter_up	counter_reduce	hot	dmg_adjust	dmg_show_divide	hp_recovery	mp_recovery	sp_recovery	warrior_lev	change_monster	block_point	stun_time	stun_generate_time	critical	skill_range	skill_rate	damage_convert_hp	damage_convert_mp	regen_hp	regen_mp	charge_1	charge_2	charge_3	aggrodoll_hp	dot_damage_time	cost_mp_decrease	cast_time_decrease	skill_levelup	mp_convert_hp	death	time_control	item_parts	skill_cost	skill_upgrade_cost	skill_classify_id	skill_classify_level	velocity	summons_tid	creature_tid	additional_skilltid	additional_duration	max_target_num	limit_quantity	summons_count	bonus_exp	bonus_money	bonus_drop_rate	bonus_charisma_add_rate	level_diff	divide_rate	ea_damage_physical	ea_damage_magic	ea_damage_water	ea_damage_air	ea_damage_earth	ea_damage_fire	ea_damage_poison	ea_damage_ice	ea_damage_thunder	ea_damage_c	ea_damage_physical_PERCENT	ea_damage_magic_PERCENT	ea_damage_water_PERCENT	ea_damage_air_PERCENT	ea_damage_earth_PERCENT	ea_damage_fire_PERCENT	ea_damage_poison_PERCENT	ea_damage_ice_PERCENT	ea_damage_thunder_PERCENT	ea_damage_c_PERCENT	FACTOR_POINT	con	str	int	dex	cha	wis	movement	hp	mp	sp	ap	agro	max_hp	max_mp	max_sp	atk_speed	atk_range	skill_cast	skill_delay	hit_rate	evade_rate	dodge_rate	dmg_min_physical	dmg_min_magic	dmg_min_water	dmg_min_air	dmg_min_earth	dmg_min_fire	dmg_min_poison	dmg_min_ice	dmg_min_thunder	dmg_max_physical	dmg_max_magic	dmg_max_water	dmg_max_air	dmg_max_earth	dmg_max_fire	dmg_max_poison	dmg_max_ice	dmg_max_thunder	def_point_physical	def_point_magic	def_point_water	def_point_air	def_point_earth	def_point_fire	def_point_poison	def_point_ice	def_point_thunder	physical_resistance	physical_block	skill_block	dmg_min_heroic	dmg_max_heroic	def_point_heroic	heroic_melee_Resistance	heroic_ranged_Resistance	heroic_magic_Resistance	FACTOR_PERCENT	con	str	int	dex	cha	wis	movement	hp	mp	sp	ap	agro	max_hp	max_mp	max_sp	atk_speed	atk_range	skill_cast	skill_delay	hit_rate	evade_rate	dodge_rate	dmg_min_physical	dmg_min_magic	dmg_min_water	dmg_min_air	dmg_min_earth	dmg_min_fire	dmg_min_poison	dmg_min_ice	dmg_min_thunder	dmg_max_physical	dmg_max_magic	dmg_max_water	dmg_max_air	dmg_max_earth	dmg_max_fire	dmg_max_poison	dmg_max_ice	dmg_max_thunder	def_point_physical	def_point_magic	def_point_water	def_point_air	def_point_earth	def_point_fire	def_point_poison	def_point_ice	def_point_thunder	physical_resistance	physical_block	skill_block	FACTOR_MAGNIFY	movement	atk_speed
	10	0	1	1							1							74	1														320													190				1590	7590	1590	17000			3	4																																																																																																					-65		-65																																																																																																														
	11	0	1	1							1							76	1														330													200				1590	7590	1590	18000			3	4																																																																																																					-70		-70																																																																																																														
	12	0	1	1							1							78	1														340													210				1590	7590	1590	19000			3	4																																																																																																					-75		-75																																																																																																														
	13	0	1	1							1							80	1														350													220				1590	7590	1590	20000			3	4																																																																																																					-80		-80																																																																																																														
	14	0	1	1							1							82	1														360													230				1590	7590	1590	21000			3	4																																																																																																					-85		-85																																																																																																														
	15	0	1	1							1							84	1														370													240				1590	7590	1590	22000			3	4																																																																																																					-90		-90																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
라이트닝 러쉬	1	0	1	1							1							71	1											30			250								125					130				1380	7380	1380	8000					5	3																				5																																							320000																																																																																																								-14																																																
	2	0	1	1							1							73	1											35			260								130					140				1380	7380	1380	9000					5	3																				5																																								360000																																																																																																							-18																																																
	3	0	1	1							1							75	1											40			270								135					150				1380	7380	1380	10000					5	3																				5																																								408000																																																																																																							-22																																																
	4	0	1	1							1							77	1											45			280								140					160				1380	7380	1380	11000					5	3																				5																																								464000																																																																																																							-26																																																
	5	0	1	1							1							79	1											50			290								145					170				1380	7380	1380	12000					5	3																				5																																								520000																																																																																																							-30																																																
	6	0	1	1							1							81	1											55			300								150					180				1380	7380	1380	13000					5	3																				5																																																																																																																																															-34																																																
	7	0	1	1							1							83	1											60			310								155					190				1380	7380	1380	14000					5	3																				5																																																																																																																																															-38																																																
	8	0	1	1							1							85	1											65			320								160					200				1380	7380	1380	15000					5	3																				5																																																																																																																																															-42																																																
	9	0	1	1							1							87	1											70			330								165					210				1380	7380	1380	16000					5	3																				5																																																																																																																																															-48																																																
	10	0	1	1							1							89	1											75			340								170					220				1380	7380	1380	17000					5	3																				5																																																																																																																																															-48																																																
	11	0	1	1							1							91	1											80			350								175					230				1380	7380	1380	18000					5	3																				5																																																																																																																																															-48																																																
	12	0	1	1							1							93	1											85			360								180					240				1380	7380	1380	19000					5	3																				5																																																																																																																																															-48																																																
	13	0	1	1							1							95	1											90			370								185					250				1380	7380	1380	20000					5	3																				5																																																																																																																																															-48																																																
	14	0	1	1							1							97	1											95			380								190					260				1380	7380	1380	21000					5	3																				5																																																																																																																																															-48																																																
	15	0	1	1							1							99	1											100			390								195					270				1380	7380	1380	22000					5	3																				5																																																																																																																																															-48																																																
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
피어스 블로우	1	0	1	1							1							67	1														380													160				2790	8790	2790	8000			2																																																														240000																																									-20			-20																																																																																																												
	2	0	1	1							1							69	1														390													170				2790	8790	2790	9000			2																																																															560000																																								-25			-25																																																																																																												
	3	0	1	1							1							71	1														400													180				2790	8790	2790	10000			2																																																															960000																																								-30			-30																																																																																																												
	4	0	1	1							1							73	1														410													190				2790	8790	2790	11000			2																																																															1440000																																								-35			-35																																																																																																												
	5	0	1	1							1							75	1														420													200				2790	8790	2790	12000			2																																																															2040000																																								-40			-40																																																																																																												
	6	0	1	1							1							77	1														430													210				2790	8790	2790	13000			2																																																																																																							-45			-45																																																																																																												
	7	0	1	1							1							79	1														440													220				2790	8790	2790	14000			2																																																																																																							-50			-50																																																																																																												
	8	0	1	1							1							81	1														450													230				2790	8790	2790	15000			2																																																																																																							-55			-55																																																																																																												
	9	0	1	1							1							83	1														460													240				2790	8790	2790	16000			2																																																																																																							-60			-60																																																																																																												
	10	0	1	1							1							85	1														470													250				2790	8790	2790	17000			2																																																																																																							-65			-65																																																																																																												
	11	0	1	1							1							87	1														480													260				2790	8790	2790	18000			2																																																																																																							-70			-70																																																																																																												
	12	0	1	1							1							89	1														490													270				2790	8790	2790	19000			2																																																																																																							-75			-75																																																																																																												
	13	0	1	1							1							91	1														500													280				2790	8790	2790	20000			2																																																																																																							-80			-80																																																																																																												
	14	0	1	1							1							93	1														510													290				2790	8790	2790	21000			2																																																																																																							-85			-85																																																																																																												
	15	0	1	1							1							95	1														520													300				2790	8790	2790	22000			2																																																																																																							-90			-90																																																																																																												
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
클로즈 핀 에어	1	0	1	1							1							71	1						35								250			125										160				1860	7860	1860	8000			2																																																														320000																																																																																										-3																																																														
	2	0	1	1							1							73	1						40								260			130										170				1860	7860	1860	9000			2																																																															720000																																																																																									-6																																																														
	3	0	1	1							1							75	1						45								270			135										180				1860	7860	1860	10000			2																																																															1224000																																																																																									-9																																																														
	4	0	1	1							1							77	1						50								280			140										190				1860	7860	1860	11000			2																																																															1856000																																																																																									-12																																																														
	5	0	1	1							1							79	1						55								290			145										200				1860	7860	1860	12000			2																																																															2600000																																																																																									-15																																																														
	6	0	1	1							1							81	1						60								300			150										210				1860	7860	1860	13000			2																																																																																																																																																								-18																																																														
	7	0	1	1							1							83	1						65								310			155										220				1860	7860	1860	14000			2																																																																																																																																																								-21																																																														
	8	0	1	1							1							85	1						70								320			160										230				1860	7860	1860	15000			2																																																																																																																																																								-24																																																														
	9	0	1	1							1							87	1						75								330			165										240				1860	7860	1860	16000			2																																																																																																																																																								-27																																																														
	10	0	1	1							1							89	1						80								340			170										250				1860	7860	1860	17000			2																																																																																																																																																								-30																																																														
	11	0	1	1							1							91	1						85								350			175										260				1860	7860	1860	18000			2																																																																																																																																																								-33																																																														
	12	0	1	1							1							93	1						90								360			180										270				1860	7860	1860	19000			2																																																																																																																																																								-36																																																														
	13	0	1	1							1							95	1						95								370			185										280				1860	7860	1860	20000			2																																																																																																																																																								-39																																																														
	14	0	1	1							1							97	1						100								380			190										290				1860	7860	1860	21000			2																																																																																																																																																								-42																																																														
	15	0	1	1							1							99	1						105								390			195										300				1860	7860	1860	22000			2																																																																																																																																																								-45																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
히로이즘 마이트	1	1		0							1							67	1																											100				3660	360000	3660	300000			7	7																																																													240000																																																													4	10	10	10	10	10				5	10	10	10	10	10																																																																													
	2	1		0							1							69	1																											110				3660	432000	3660	360000			7	7																																																														480000																																																												6	15	15	15	15	15				7	15	15	15	15	15																																																																													
	3	1		0							1							71	1																											120				3660	504000	3660	420000			7	7																																																														720000																																																												8	20	20	20	20	20				9	20	20	20	20	20																																																																													
	4	1		0							1							73	1																											130				3660	576000	3660	480000			7	7																																																														960000																																																												10	25	25	25	25	25				11	25	25	25	25	25																																																																													
	5	1		0							1							75	1																											140				3660	648000	3660	540000			7	7																																																														1200000																																																												12	30	30	30	30	30				13	30	30	30	30	30																																																																													
	6	1		0							1							77	1																											150				3660	720000	3660	600000			7	7																																																																																																																										14	35	35	35	35	35				15	35	35	35	35	35																																																																													
	7	1		0							1							79	1																											160				3660	792000	3660	660000			7	7																																																																																																																										16	40	40	40	40	40				17	40	40	40	40	40																																																																													
	8	1		0							1							81	1																											170				3660	864000	3660	720000			7	7																																																																																																																										18	45	45	45	45	45				19	45	45	45	45	45																																																																													
	9	1		0							1							83	1																											180				3660	936000	3660	780000			7	7																																																																																																																										20	50	50	50	50	50				21	50	50	50	50	50																																																																													
	10	1		0							1							85	1																											190				3660	1008000	3660	840000			7	7																																																																																																																										22	55	55	55	55	55				23	55	55	55	55	55																																																																													
	11	1		0							1							87	1																											200				3660	1080000	3660	900000			7	7																																																																																																																										24	60	60	60	60	60				25	60	60	60	60	60																																																																													
	12	1		0							1							89	1																											210				3660	1152000	3660	960000			7	7																																																																																																																										26	65	65	65	65	65				27	65	65	65	65	65																																																																													
	13	1		0							1							91	1																											220				3660	1224000	3660	1020000			7	7																																																																																																																										28	70	70	70	70	70				29	70	70	70	70	70																																																																													
	14	1		0							1							93	1																											230				3660	1296000	3660	1080000			7	7																																																																																																																										30	75	75	75	75	75				31	75	75	75	75	75																																																																													
	15	1		0							1							95	1																											240				3660	1368000	3660	1140000			7	7																																																																																																																										32	80	80	80	80	80				33	80	80	80	80	80																																																																													
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
세이프가드	1	1		0							1							62	1																											130				2660	360000	2660	300000			10																																																														168000																																																																															4											4																																																														
	2	1		0							1							64	1																											140				2660	432000	2660	360000			10																																																															400000																																																																														8											5																																																														
	3	1		0							1							66	1																											150				2660	504000	2660	420000			10																																																															672000																																																																														12											6																																																														
	4	1		0							1							68	1																											160				2660	576000	2660	480000			10																																																															1056000																																																																														16											7																																																														
	5	1		0							1							70	1																											170				2660	648000	2660	540000			10																																																															1480000																																																																														20											8																																																														
	6	1		0							1							72	1																											180				2660	720000	2660	600000			10																																																																																																																																													24											9																																																														
	7	1		0							1							74	1																											190				2660	792000	2660	660000			10																																																																																																																																													28											10																																																														
	8	1		0							1							76	1																											200				2660	864000	2660	720000			10																																																																																																																																													32											11																																																														
	9	1		0							1							78	1																											210				2660	936000	2660	780000			10																																																																																																																																													36											12																																																														
	10	1		0							1							80	1																											220				2660	1008000	2660	840000			10																																																																																																																																													40											13																																																														
	11	1		0							1							82	1																											230				2660	1080000	2660	900000			10																																																																																																																																													44											14																																																														
	12	1		0							1							84	1																											240				2660	1152000	2660	960000			10																																																																																																																																													48											15																																																														
	13	1		0							1							86	1																											250				2660	1224000	2660	1020000			10																																																																																																																																													52											16																																																														
	14	1		0							1							88	1																											260				2660	1296000	2660	1080000			10																																																																																																																																													56											17																																																														
	15	1		0							1							90	1																											270				2660	1368000	2660	1140000			10																																																																																																																																													60											18																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
어드벤트 레전드	1	1		0							1							62	1																											210				2790	360000	2790	300000																																																100																	168000																																																																																																																																																								
	2	1		0							1							64	1																											220				2790	432000	2790	360000																																																100																		400000																																																																																																																																																							
	3	1		0							1							66	1																											230				2790	504000	2790	420000																																																100																		672000																																																																																																																																																							
	4	1		0							1							68	1																											240				2790	576000	2790	480000																																																100																		1056000																																																																																																																																																							
	5	1		0							1							70	1																											250				2790	648000	2790	540000																																																100																		1480000																																																																																																																																																							
	6	1		0							1							72	1																											260				2790	720000	2790	600000																																																100																																																																																																																																																																									
	7	1		0							1							74	1																											270				2790	792000	2790	660000																																																100																																																																																																																																																																									
	8	1		0							1							76	1																											280				2790	864000	2790	720000																																																100																																																																																																																																																																									
	9	1		0							1							78	1																											290				2790	936000	2790	780000																																																100																																																																																																																																																																									
	10	1		0							1							80	1																											300				2790	1008000	2790	840000																																																100																																																																																																																																																																									
	11	1		0							1							82	1																											310				2790	1080000	2790	900000																																																100																																																																																																																																																																									
	12	1		0							1							84	1																											320				2790	1152000	2790	960000																																																100																																																																																																																																																																									
	13	1		0							1							86	1																											330				2790	1224000	2790	1020000																																																100																																																																																																																																																																									
	14	1		0							1							88	1																											340				2790	1296000	2790	1080000																																																100																																																																																																																																																																									
	15	1		0							1							90	1																											350				2790	1368000	2790	1140000																																																100																																																																																																																																																																									
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
부스트 업	1	2		0							1							71	1																											190				2660	360000	2660	300000			12	7																																																													320000																																							15	20				15																																																																																																												
	2	2		0							1							73	1																											200				2660	432000	2660	360000			12	7																																																														720000																																						18	23				18																																																																																																												
	3	2		0							1							75	1																											210				2660	504000	2660	420000			12	7																																																														1224000																																						21	26				21																																																																																																												
	4	2		0							1							77	1																											220				2660	576000	2660	480000			12	7																																																														1856000																																						24	29				24																																																																																																												
	5	2		0							1							79	1																											230				2660	648000	2660	540000			12	7																																																														2600000																																						27	32				27																																																																																																												
	6	2		0							1							81	1																											240				2660	720000	2660	600000			12	7																																																																																																				30	35				30																																																																																																												
	7	2		0							1							83	1																											250				2660	792000	2660	660000			12	7																																																																																																				33	38				33																																																																																																												
	8	2		0							1							85	1																											260				2660	864000	2660	720000			12	7																																																																																																				36	41				36																																																																																																												
	9	2		0							1							87	1																											270				2660	936000	2660	780000			12	7																																																																																																				39	44				39																																																																																																												
	10	2		0							1							89	1																											280				2660	1008000	2660	840000			12	7																																																																																																				42	47				42																																																																																																												
	11	2		0							1							91	1																											290				2660	1080000	2660	900000			12	7																																																																																																				45	50				45																																																																																																												
	12	2		0							1							93	1																											300				2660	1152000	2660	960000			12	7																																																																																																				48	53				48																																																																																																												
	13	2		0							1							95	1																											310				2660	1224000	2660	1020000			12	7																																																																																																				51	56				51																																																																																																												
	14	2		0							1							97	1																											320				2660	1296000	2660	1080000			12	7																																																																																																				54	59				54																																																																																																												
	15	2		0							1							99	1																											330				2660	1368000	2660	1140000			12	7																																																																																																				57	62				57																																																																																																												
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
