스킬명	attribute	upgradable	check_range	target	range	requirement	condition	other_condition	arg1	arg2	arg3	arg4	arg_string	melee_attack	magic_attack	count	special_status	special_status_arg	move_pos	update_factor	reflect_melee_attack	reflect_magic_attack	reflect_heroic_attack	defense_melee_attack	defense_magic_attack	magic_resist_level_up	dispel_magic	transform_target	life_protection	dot	infect_around	add_spellcount	dmg_adjust	skill_factor_adjust	update_combat_point	regen_hp	convert_type	charge	skill_levelup	product	twice_packet	auto_attack	dynamic_target	action_on_action	at_field	summons	action_passive	duration_type	limited_max_level	release_target	visible_effect_type	game_bonus	item_use_type	cash	level_diff_type	detect	ride	game_effect	force	divide	resurrection	skill_union	target_restriction	disturb
<소환>밀피 Lv 8																																																																
밀피 Lv 9	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>밀피 Lv 9																																																																
밀피 Lv 10	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>밀피 Lv 10																																																																
블룸 Lv 1	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>블룸 Lv 1																																																																
블룸 Lv 2	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>블룸 Lv 2																																																																
블룸 Lv 3	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>블룸 Lv 3																																																																
블룸 Lv 4	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>블룸 Lv 4																																																																
블룸 Lv 5	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>블룸 Lv 5																																																																
블룸 Lv 6	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>블룸 Lv 6																																																																
블룸 Lv 7	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>블룸 Lv 7																																																																
블룸 Lv 8	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>블룸 Lv 8																																																																
블룸 Lv 9	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>블룸 Lv 9																																																																
블룸 Lv 10	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>블룸 Lv 10																																																																
테풀 Lv 1	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>테풀 Lv 1																																																																
테풀 Lv 2	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>테풀 Lv 2																																																																
테풀 Lv 3	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>테풀 Lv 3																																																																
테풀 Lv 4	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>테풀 Lv 4																																																																
테풀 Lv 5	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>테풀 Lv 5																																																																
테풀 Lv 6	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>테풀 Lv 6																																																																
테풀 Lv 7	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>테풀 Lv 7																																																																
테풀 Lv 8	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>테풀 Lv 8																																																																
테풀 Lv 9	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>테풀 Lv 9																																																																
테풀 Lv 10	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>테풀 Lv 10																																																																
펙키 Lv 1	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>펙키 Lv 1																																																																
펙키 Lv 2	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>펙키 Lv 2																																																																
펙키 Lv 3	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>펙키 Lv 3																																																																
펙키 Lv 4	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>펙키 Lv 4																																																																
펙키 Lv 5	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>펙키 Lv 5																																																																
펙키 Lv 6	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>펙키 Lv 6																																																																
펙키 Lv 7	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>펙키 Lv 7																																																																
펙키 Lv 8	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>펙키 Lv 8																																																																
펙키 Lv 9	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>펙키 Lv 9																																																																
펙키 Lv 10	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>펙키 Lv 10																																																																
배틀그라운드 패배 종족 할트	20	2	2	101	2												9																								2																							
<Battle>할트시전	10	2	2	100	1		4000													10																								9																				
천운의 부적	10	2	2	100	1																																											2			1	14		1										
초강력각성의부적중국	10	2	2	100	1																																											2			1	3		1										
각성의부적플러스중국	10	2	2	100	1																																											2			1	3		1										
가정행복의 끈	10	2	2	100	1															116																																												
우정의 구슬	10	2	2	100	1															116																																												
은총의 노리개	10	2	2	100	1															116																																												
달맞이 노리개	10	2	2	100	1															116																																												
할로윈호박머리능력	10	2	2	100	1		1000													10																												2				7		1										
할로윈아바타능력	10	2	2	100	1		1000													10																												2				7		1										
액운을막는호박	10	2	2	100	1															116																																												
영혼을부르는양초	10	2	2	100	1															116																																												
신성한떡갈나무가지	10	2	2	100	1															116																																												
할로윈호박머리능력2	10	2	2	100	1		1000													10																												2				7		1										
할로윈호박머리능력3	10	2	2	100	1		1000													10																												2				7		1										
디스터브	21	1	1	1	202	1								101			3			10																					1																							
허트 머슬	21	1	1	1	202	1								101						10																					1																							
헤이터	21	1	1	1	1304	1								101						10																					1																							
배틀 머신	10	1	2	100	1	1														10																					2																							
굿 제논	10	1	2	100	1	18														10																					2																							
굿 카론	10	1	2	100	1	17														10																					2																							
디스트리뷰트	40	1	2	100	303	1														10																					2																						1	
퍼거토리	10	1	2	100	303	1														10																					2																							
슬레이어 오브 에볼루션	10	3	2	100	1							1								10								5																				2	1															
파워풀 마이트	10	1	2	100	1	17	1000							106						10																					2																							
모럴 커리지	10	1	1	100	1	17														10				4																	2																							
오비터 오브 에볼루션	10	3	2	100	1							1								10								5																				2	1															
스마트 스나이퍼	10	1	1	100	1	18														10																					2																							
그레이트 아너	10	1	1	100	1	18														10																					2																							
서머너 오브 에볼루션	10	3	2	100	1							1								10								5																				2	1															
소울 오브 시온	10	1	1	100	1	1														10																					2																							
가디언 오브 시온	10	1	1	100	1	1														10																					2																							
파워 스터너	21	1	1	1	202	17	1000							101			1																								2																							
바디 체크	21	1	1	1	1404	17	1000		50	400				109						10																					1																							
터치 다운	21	1	1	1	304	17								101						10																					2																							
하이드 앤 슬레이	1	1	1	1	202	17	1000							101			1																								2			2																				
페인 오브 아모어	21	1	1	1	202	17								111						10																					2																							
루즈 페이스	21	1	1	101	1404	17								101						10																					2																							
데스 리볼버	10	1	2	100	1	17	1000																														1				2																							
레전드리 슬레이어	10	1	2	100	1	17	1000										4																								2																							
크라이 맥스	10	1	1	100	1	17														10																					2																							
젠 실드	10	1	2	100	1	17														10				4																	2																							
에어 스트라이크	10	1	2	100	1	17	1000							106						10																					2																							
마인즈 아이	21	1	1	1	202	18								101			3			10																					2																							
블록 브레이커	21	1	1	1	1404	18								101						10																					2																							
사이펀 웨이브	21	1	1	1	1304	18								103			3			10																					2																							
트위스터	21	1	1	101	1304	18			2					103																10002		1									2																							
푸싱 어웨이	21	1	1	1	1304	18								101						10																					2																							
테이크 오프	21	1	1	1	202	18								101						10																					2																							
독 핸드	21	1	1	1	202	18								101			18																								2																							
스크리머	21	1	1	1	1304	18								101			3			10																					2																							
플레쉬 앤 번	21	1	1	101	1304	18			2					103						10																					2																							
러시아워	10	1	2	100	1	18														116																					2																							
새도우 이펙터	10	1	2	100	1	18														10																					2																							
스위프트	10	1	2	100	1	18														10																					2																							
킬 번	21	1	1	1	1404	1								101			3			10																					2																							
마이티 풋	21	1	1	111	1304	1								101						10																					2																							
<소환>마이티 풋	9	1	1	111	1															10																								6																				
<소환>마이티 풋 스킬01	21	1	1	111	304									101						10																																	1											
마이티 윙	21	1	1	111	304	1								101						10																					2																							
<소환>마이티 윙	9	1	1	111	1															10																								6																				
<소환>마이티 윙 스킬01	21	1	1	111	304									101						10																																	1											
헬 인피니티	21	1	1	1	1304	1			2					103																10002		1									1																							
브레스 오브 레이지	21	1	1	101	1304	1	1000		50	400				109						10																					2																							
루즈 마인드	21	1	1	1	202	1			2					103						10																					2																							
세이크리드 원	210	1	2	100	1	1																																			2					9																		
<소환>세이크리드 원	9	1	1	111	1															10																											1																	
<소환>세이크리드 원 스킬01	10	1	1	1	202															116																																	1											
<소환>세이크리드 원 스킬02	10	1	1	1	202															10																																	1											
네추럴 콜	210	1	2	100	1																																				2					7													1					
<소환>네추럴 콜																																																																
마나 유니언	10	1	2	100	1	1														10																					2																							
퍼펙트 센스	10	1	2	100	1	1														10																					2																							
마인드 점퍼	10	1	2	100	1	1														10																					2																							
월드 룰러	10	1	2	100	1	1														10																					2																							
포스 클로	9	1	2	111	1															10																																												
윙 오버	9	1	2	111	1															10																																												
피어싱 투쓰	9	1	2	111	1		1000		5	150				106																																																		
스트롱 마인드	9	1	2	111	1															10																																												
아이언 스케일	9	1	2	111	1															10																																												
드래곤 마이트	9	1	2	111	1															10																																												
드래곤 윙	9	1	2	111	1															10																																												
드래곤 헤드	9	1	2	111	1															10																																												
드래곤 멘탈	9	1	2	111	1															10																																												
드래곤 블러드	9	1	2	111	1															10																																												
성탄방울	10	2	2	100	1															116																																												
성탄양말	10	2	2	100	1															116																																												
루돌프 Lv 1	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>루돌프 Lv 1																																																																
루돌프 Lv 2	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>루돌프 Lv 2																																																																
루돌프 Lv 3	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>루돌프 Lv 3																																																																
루돌프 Lv 4	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>루돌프 Lv 4																																																																
루돌프 Lv 5	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>루돌프 Lv 5																																																																
루돌프 Lv 6	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>루돌프 Lv 6																																																																
루돌프 Lv 7	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>루돌프 Lv 7																																																																
루돌프 Lv 8	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>루돌프 Lv 8																																																																
루돌프 Lv 9	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>루돌프 Lv 9																																																																
루돌프 Lv 10	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>루돌프 Lv 10																																																																
<MOB>블러드배스	1	2	1	1	1304									101																																																		
<MOB>트래커 아인	1	2	1	1	1304									101																																																		
<MOB>트래커 츠바이	1	2	1	1	1304									101																																																		
<MOB>트래커 드라이	1	2	1	1	1304									101																																																		
<MOB>다크에이지	1	2	1	1	1304									101																																																		
<MOB>하켄할로우	1	2	1	1	1304									101																																																		
<MOB>나인바이탈	1	2	1	1	1304									101																																																		
<MOB>체리엇 글레디에이터	1	2	1	1	1304									101																																																		
<MOB>나인바이탈 쓰리브라더스	1	2	1	1	1304									101																																																		
<MOB>나인바이탈 하이퍼하울링	1	2	1	1	1304									101																																																		
<MOB>하켄할로우 아이인사이트	1	2	1	1	1304									101																																																		
<MOB>하켄할로우 레스트인피스	1	2	1	1	1304									101																																																		
<MOB>체리엇 글레디에이터 스킬01	1	1	1	1	1404									101																											2																							
초심자버프물약	10	2	2	100	1															116																												2			1			1										
각성의부적30	10	2	2	100	1																																											2			1	3		1										
각성의부적50	10	2	2	100	1																																											2			1	3		1										
<영웅 타르타산드라>트위스터	21	1	1	101	1304				2					103																10002		1									1																							
<영웅 타르타산드라>디스터브	21	1	1	1	202									101			3			10																					1																							
<영웅 타르타산드라>파워 스터너	21	1	1	1	202		1000							101			1																								2																							
<리뮈비르>하이드 앤 슬레이	1	1	1	1	202									101																											1			2																				
<리뮈비르>터치 다운	21	1	1	1	304									101						10																					2																							
<리뮈비르>페인즈 오브 아모어	1	1	1	1	202									111																											2																							
<루즈루>마인즈 아이	1	1	1	1	202									101																											1																							
<루즈루>블록 브레이커	1	1	1	1	1404									101																											1																							
<루즈루>테이크 오프	21	1	1	1	202									101						10																					2																							
가드 슬레이어	1	1	1	1	202									101																											1																							
가드 오비터	1	1	1	1	202									101																											1																							
가드 서머너	1	1	1	1	202									101																											1																							
최강형2	10	2	2	100	1		1000													10																												2				7		1										
<Event>모든스탯상승	20010	2	2	101	201															10																																												
<Event>스킬업그레이드	20010	2	2	101	201															10																			1		2																							
<Event>최대생명증가	20010	2	2	101	201															10																																												
<Event>치명타방어력증가	20010	2	2	101	201															10				4																																								
<Event>보너스경험치증가	20010	2	2	101	201															10																																1												
<Event>보너스드롭율증가	20010	2	2	101	201															10																																4												
<Event>보너스겔드량증가	20010	2	2	101	201															10																																2												
<Event>스킬캐스트감소	20010	2	2	101	201															10																																												
<Event>스킬쿨타임감소	20010	2	2	101	201															10																																												
<Event>이벤트어빌리티2	10	2	2	100	211															10																												2																
<Event>이벤트어빌리티	10	2	2	100	1		4000													10																								6				2																
E거인의 물약	10	2	2	100	1															116																												2			1			1										
E회피의 물약	10	2	2	100	1															10																												2			1			1										
E신속의 물약	10	2	2	100	1															116																												2			1			1										
E광속의 물약	10	2	2	100	1															116																												2			1			1										
E방어의 물약	10	2	2	100	1															116																												2			1			1										
우수스의 경고	20010	2	2	111	201												19																																															
멀쿤 Lv 1	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>멀쿤 Lv 1																																																																
멀쿤 Lv 2	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>멀쿤 Lv 2																																																																
멀쿤 Lv 3	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>멀쿤 Lv 3																																																																
멀쿤 Lv 4	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>멀쿤 Lv 4																																																																
멀쿤 Lv 5	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>멀쿤 Lv 5																																																																
멀쿤 Lv 6	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>멀쿤 Lv 6																																																																
멀쿤 Lv 7	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>멀쿤 Lv 7																																																																
멀쿤 Lv 8	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>멀쿤 Lv 8																																																																
멀쿤 Lv 9	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>멀쿤 Lv 9																																																																
멀쿤 Lv 10	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>멀쿤 Lv 10																																																																
람다 Lv 1	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>람다 Lv 1																																																																
람다 Lv 2	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>람다 Lv 2																																																																
람다 Lv 3	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>람다 Lv 3																																																																
람다 Lv 4	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>람다 Lv 4																																																																
람다 Lv 5	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>람다 Lv 5																																																																
람다 Lv 6	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>람다 Lv 6																																																																
람다 Lv 7	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>람다 Lv 7																																																																
람다 Lv 8	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>람다 Lv 8																																																																
람다 Lv 9	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>람다 Lv 9																																																																
람다 Lv 10	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>람다 Lv 10																																																																
아브라햐 Lv 1	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>아브라햐 Lv 1																																																																
아브라햐 Lv 2	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>아브라햐 Lv 2																																																																
아브라햐 Lv 3	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>아브라햐 Lv 3																																																																
아브라햐 Lv 4	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>아브라햐 Lv 4																																																																
아브라햐 Lv 5	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>아브라햐 Lv 5																																																																
아브라햐 Lv 6	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>아브라햐 Lv 6																																																																
아브라햐 Lv 7	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>아브라햐 Lv 7																																																																
아브라햐 Lv 8	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>아브라햐 Lv 8																																																																
아브라햐 Lv 9	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>아브라햐 Lv 9																																																																
아브라햐 Lv 10	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>아브라햐 Lv 10																																																																
각성의부적100	10	2	2	100	1																																											2			1	3		1										
각성의부적50p	10	2	2	100	1																																											2			1	3		1										
각성의부적20	10	2	2	100	1																																											2			1	3		1										
우수스의 경고<1일>	20010	2	2	111	201												19																																															
우수스의 경고<7일>	20010	2	2	111	201												19																																															
우수스의 경고<30일>	20010	2	2	111	201												19																																															
아슈탈의 잔재	10	2	2	100	1															116																																												
<MOB><불꽃의기사>스킨터치	23	2	1	1	202									101						10																																												
<MOB><불꽃의사냥꾼>디스터브	23	2	1	1	202									101			3			10																																												
<MOB><불꽃의마법사>프리징 소울	23	2	1	1	202									103						10																																												
<MOB><불꽃의약탈자>스킬01	23	2	1	101	304									101																10002																																		
<MOB><불꽃의착취자>스킬01	23	2	1	1	1304															10																																												
<MOB><분노의포효>스킬01	23	2	1	101	304									101			3			10																																												
<MOB><분노의포효>스킬02	23	2	1	1	1304		1000							101			1																																															
<MOB><핏줄의전사>라이트닝 러쉬	26	2	1	1	404									101					2	10																																												
<MOB><핏줄의척후병>디미니쉬	26	2	1	1	2															10																																												
<MOB><핏줄의마법사>퍼펙트	40	2	1	1	202				1																		16																																					
<MOB><생명의사냥꾼>스킬01	26	2	2	1	404															116																																												
<MOB><생명의습격자>스킬01	26	2	1	101	304															10																																												
<MOB><고요의외침>스킬01	26	2	1	101	304															10																																												
<MOB><고요의외침>스킬02	26	2	1	1	1304									101																10002																																		
<MOB><태풍의기사>트라이엄프	10	2	1	1	202												15																																															
<MOB><태풍의궁수>샤웃 오브 빅토리	20	2	1	1	202												14																																															
<MOB><태풍의마법사>타이푼	25	2	1	1	1304				5					103						10																																												
<MOB><칼날의감시자>스킬01	25	2	1	101	304				4					103						116												1																																
<MOB><칼날의강탈자>스킬01	25	2	1	1	1304		1000							101			1																																															
<MOB><고통의비명>스킬01	25	2	2	101	304															116																																												
<MOB><고통의비명>스킬02	25	2	1	1	1304				4					103						116												1																																
<MOB><헤븐즈헬의군주>스킬01	22	2	1	1	1304		1000							101			1																																															
<MOB><헤븐즈헬의군주>스킬02	22	2	1	101	304															10																																												
<MOB><헤븐즈헬의군주>스킬03	22	2	1	1	404				4					103						116												1																																
<MOB><아크데몬>스킬01	22	2	1	1	1304		1000							101			1																																															
<MOB><아크데몬>스킬02	22	2	1	1	1304															10																																												
<MOB><아크데몬>스킬03	22	2	1	1	1304				4					103						116												1																																
<MOB><아크데몬>스킬04	40	2	1	1	202				1																		16																																					
아슈탈의 기운 Lv1	10	2	2	101	201																																															1												
아슈탈의 기운 Lv2	10	2	2	101	201																																															1												
아슈탈의 기운 Lv3	10	2	2	101	201																																															1												
아슈탈의 기운 Lv4	10	2	2	101	201																																															1												
아슈탈의 기운 Lv5	10	2	2	101	201																																															1												
아슈탈의 기운 Lv6	10	2	2	101	201																																															1												
아슈탈의 기운 Lv7	10	2	2	101	201																																															1												
아슈탈의 기운 Lv8	10	2	2	101	201															10																																4												
광폭형2	10	2	2	100	1		1000													10																												2				7		1										
소원의촛불	10	2	2	100	1															116																																												
레빈 Lv 1	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>레빈 Lv 1																																																																
레빈 Lv 2	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>레빈 Lv 2																																																																
레빈 Lv 3	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>레빈 Lv 3																																																																
레빈 Lv 4	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>레빈 Lv 4																																																																
레빈 Lv 5	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>레빈 Lv 5																																																																
레빈 Lv 6	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>레빈 Lv 6																																																																
레빈 Lv 7	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>레빈 Lv 7																																																																
레빈 Lv 8	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>레빈 Lv 8																																																																
레빈 Lv 9	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>레빈 Lv 9																																																																
레빈 Lv 10	210	2	2	100	1															10	12			4																						8		2						1					1					
<소환>레빈 Lv 10																																																																
<Title>상급전사	10	2	2	100	1															116																																	1											
<Title>상급궁수	10	2	2	100	1															116																																	1											
<Title>상급마법사	10	2	2	100	1															116																																	1											
<Title>마법의화신	10	2	2	100	1															116																																	1											
<Title>불의화신	10	2	2	100	1															116																																	1											
<Title>공기의화신	10	2	2	100	1															116																																	1											
<Title>물의화신	10	2	2	100	1															116																																	1											
<Title>땅의화신	10	2	2	100	1															116																																	1											
<Title>우그드라실의넥타르	10	2	2	100	1		1000							106						116																																	1											
<Title>디카인의넥타르	10	2	2	100	1															116																																3	1											
<Title>그라시아의넥타르	10	2	2	100	1															116																																	1											
<Title>지안의넥타르	10	2	2	100	1															116																																	1											
<Title>시리푸스의넥타르	10	2	2	100	1															116																																12	1											
<Title>초보전사	10	2	2	100	1															116																																	1											
<Title>견습전사	10	2	2	100	1															116																																	1											
<Title>초보궁수	10	2	2	100	1															116																																	1											
<Title>견습궁수	10	2	2	100	1															116																																	1											
<Title>초보마법사	10	2	2	100	1															116																																	1											
<Title>견습마법사	10	2	2	100	1															116																																	1											
<Title>마이트테제의 기운	10	2	2	100	1															116																																	1											
<Title>마이트테제의 손길	10	2	2	100	1															116																																	1											
<Title>마이트테제의 수호	10	2	2	100	1															116																																	1											
<Title>마이트테제의 가호	10	2	2	100	1															116																																	1											
<Title>마이트테제의 인내	10	2	2	100	1															116																																	1											
<Title>드래곤의 기운	10	2	2	100	1															116																																1	1											
시온의 축복	10	2	2	100	1																																											2			1	1		1										
<Item>Chap Rice	10	2	2	100	1															10																																												
<Item>SSook	10	2	2	100	1															10																																												
<Item>Flower Rum	10	2	2	100	1															10																																												
<Item>Flower Dan	10	2	2	100	1															10																																												
아이언 실드	9	1	2	111	1	3														10																																												
저스티스 오브 배틀	1	1	1	1	2	1								101																											1																							
실드 오브 더 프론트	10	1	2	100	303	1														10																					2																							
마티르즈 리트리뷰션	1	1	1	1	1404	1								101																											1																							
포스드 마치	9	1	2	111	1	3														10																																												
스트라이크 오브 저지먼트	21	1	1	1	2	1								101					3																						2																						1	
라이터스 스마이트	21	1	1	1	1304	1	1000							101			25			10																					2																							2
브릴리언트 스피릿	10	1	2	110	1	1														10																					2																							
테레파잉 네메시스	21	1	1	1	2	1	1000							101			20			10																					2																							10
인엑서러블 스트라이크	21	1	1	1	2	1								101			18																								2																							
슬라이트 오브 보우	9	1	2	111	1	11														10																																												
바이팅 스트라이크	1	1	1	1	1304	1								101																											1																							
보우 오브 메디테이션	40	1	1	111	201	1											0	23;24									64														2																							1002
고스트 온 더 애로우	1	1	1	1	1404	1								101																											1																							
일루젼 스트라이드	9	1	2	111	1	11														10																																												
스콜피온 트랩	21	1	1	1	1304	1	1000							101			20			10																					2																							10
클라우드 오브 애로우	21	1	1	1	1304	1	1000							101			21			10																					2																							11
아처즈 아이	10	1	2	111	303	1											5001			10																					2																							
인티미데이트 블로우	21	1	1	1	1404	1	1000							101			24			10																					2																							2
허리케인 오브 데스	21	1	1	1	2	1			2					103						10										10003		1									1																							
매지컬 트래디션	9	1	2	111	1	9														10																																												
랜스 오브 라이트닝	1	1	1	1	1404	1								101																											1																							
라디안트 비전	10	1	2	110	1	1														10																					2																							
타이탄 크러셔	1	1	1	1	1304	1								101																											1																							
아이언 스태프	9	1	2	111	1	9														10																																												
바이트 오브 스톰	21	1	1	1	1304	1	1000							101			25			10																					2																							2
드레드 어설트	21	1	1	1	1304	1	1000							101			22			10																					2																							15
스파이럴 비전	10	1	2	100	303	1														10																					2																							
디지즈 오브 블랙 스태프	21	1	1	1	304	1	1000							101			23			10																					2																							
소울 베인	21	1	1	1	2	1								101						10																					2																							
테러블 스케일	9	1	2	111	1	1														10																																												
크루엘 슬래시	1	1	1	1	2	1								101																											1																							
배틀 포커스	10	1	2	100	303	1														10																					2																							
바이올런트 크러셔	1	1	1	1	304	1								101																											1																							
인세인 하울링	9	1	2	111	1	1														10																																												
플라이트풀 사이트	21	1	1	1	2	1	1000							101			22			10																					2																							15
포스드 더 배틀	21	1	1	1	2	1								101					3																						2																						1	
인도미터블 소울	10	1	2	100	303	1														10																					2																							
디소더 크라이	21	1	1	1	304	1	1000							101			21			10																					2																							11
울티메이트 레이지	10	1	2	100	1	1														10																					2																							
님블 모빌러티	9	1	2	111	1	12														10																																												
아크로바틱 샷	1	1	1	1	1304	1								101																											1																							
덴져러스 포지션	10	1	2	100	303	1														10																					2																							
트릭키 샷	1	1	1	1	1404	1								101																											1																							
블러디 워크	9	1	2	111	1	12														10																																												
페인팅 어택	21	1	1	1	1304	1	1000							101			21			10																					2																							11
크림슨 아이	21	1	1	1	1304	1	1000							101			24			10																					2																							2
에너미 베인 스탠스	10	1	2	100	303	1											5001			10																					2																							
쉬링킹 스네이크 샷	21	1	1	1	1404	1	1000							101			25			10																					2																							2
익스퀴지트 페인	10	1	1	100	303	1														10																					2																							
나이트메어 비젼	9	1	2	111	1	10														10																																												
소울 번	1	1	1	1	1304	1								101																											1																							
크라운 오브 매드니스	10	1	2	110	5	1														10																			2		2																							
다크 파이어우드	1	1	1	1	1404	1								101																											1																							
쉬러드 오브 다크니스	9	1	2	111	1	10											5001			10																																												
바이트 오브 베놈	21	1	1	1	1404	1	1000							101			23			10																					2																							
라이프 블랙 파이어	21	1	1	1	1304	1	1000							101			20			10																					2																							10
루인 오브 호러	10	1	2	111	303	1											0	21;22		10							64														2																							1015
존 오브 테러블 콥스	21	1	1	1	1404	1	1000							101			22			10																					2																							15
데드맨 어웨이큰	10	1	1	100	1	1			2											10																					2			3																				
데드맨 어웨이큰<추가효과>	20	1	1	1	202	1	2000							101						116										10003																							1											
인도미터블 대거	9	1	2	111	1	15														10																																												
데들리 피어싱	1	1	1	1	2	1								101																											1																							
포티튜드 소울	10	1	2	100	303	1														10																					2																							
프리시젼 소드 러쉬	1	1	1	1	1404	1								101																											1																							
프론트라인 스텝	9	1	2	111	1	15														10																																												
익스트림 블레이드	21	1	1	1	2	1								101					3																						2																						1	
서든 트위스트 어택	21	1	1	1	304	1	1000							101			21			10																					2																							11
스태드패스트 소드	10	1	2	100	303	1											5001			10																					2																							
미리어드 크레센트 슬래싱	21	1	1	1	304	1	1000							101			25			10																					2																							2
임파시블 웨폰 소울	21	1	1	1	304	1								101			18			10																					2																							
이베이드 슬래싱	9	1	2	111	1	13											5001			10																																												
슬래셔즈 샷	1	1	1	1	1304	1								101																											1																							
포레스트 소울 바리어	10	1	2	111	303	1														10																					2																							
블러드 하울링 스트라이크	1	1	1	1	1304	1								101																											1																							
퀵 리로드	9	1	2	111	1	13														10																																												
레이지 토네이도	21	1	1	1	1304	1	1000							101			24			10																					2																							2
헤일 오브 쏜즈	21	1	1	1	1404	1	1000							101			20			10																					2																							10
콰리 오브 레인져	10	1	2	110	1	1														10																					2																							
아이 오브 레드 레인져	21	1	1	1	1304	1	1000							101			22			10																					2																							15
언스톱퍼블 피어스 샷	10	1	1	100	1	1														10																					2																							
엘레멘탈 마기	9	1	2	111	1	14														10																																												
크랩 오브 파이어리	1	1	1	1	1304	1								101																											1																							
블레싱 엘레멘탈	10	1	2	110	5	1														10																			2		2																							
클라우드 오브 프로스트	1	1	1	1	1404	1								101																											1																							
