TID	Name	Type	Race	Gender	Class	LVL	STR	DEX	INT	CON	CHA	Wis	AC	MAX_HP	MAX_SP	MAX_MP	CUR_HP	CUR_SP	CUR_MP	Movement Walk	Movement Run	AR	DR	MAR	MDR	Min_Damage	Max_Damage	ATK Speed	Range	Fire Res.	Water Res.	Air Res.	Earth Res.	Magic Res.	Poison Res.	Ice Res.	Thunder Res.	Magic History	Murder Point	Exp	Fire Min_Damage	Fire Max_Damage	Water Min_Damage	Water Max_Damage	Earth Min_Damage	Earth Max_Damage	Air Min_Damage	Air Max_Damage	Magic Min_Damage	Magic Max_Damage	Poison Min_Damage	Poison Max_Damage	Ice Min_Damage	Ice Max_Damage	Thunder Min_Damage	Thunder Max_Damage	Physical_Resistance	Skill_Block	Sight	Badge1_Rank Point	Badge2_Rank Point	Badge3_Rank Point	Rank	Item Point	Guild	Guild Rank	Guild Score	Lost Exp	Weapon	Item1	Item2	Item3	Item4	Armor_Head	Armor_Body	Armor_Arm	Armor_Hand	Armor_Leg	Armor_Foot	Armor_Mantle	Money	Geld_Min	Geld_Max	Drop_TID	slow_percent	slow_time	fast_percent	fast_time	Product_Skin_ItemName	Product_Meat	Product_Meat_ItemName	Product_Garbage	Product_Garbage_ItmeName	attribute_type	name_color	DropRank	DropMeditation	Spirit Type	LandAttachType	Tamable	Run Correct	Attack Correct	SiegeWarCharType	RangeType	StaminaPoint	PetType	StartStamina	Heroic_Min_Damage	Heroic_Max_Damage	Heroic_Defense_Point
978 	거대 거미 전투병	196612 	11 		5 	26 	100 	74 	65 	83 		49 	9 	2088 	380 	389 				1110 	5800 	70 	40 			155 	163 	42 	190 	50 	50 	50 	50 	50 	50 	50 	50 			3484 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							60 	66 		1 	5 	1 	3 						0 		2 	1.60 		1 	1 	1 	0 		0 						
981 	암흑 동굴 박쥐	196612 	11 		5 	26 	93 	71 	61 	77 		47 	9 	2088 	380 	389 				3100 	5000 	70 	40 			144 	151 	42 	130 	50 	50 	50 	50 	50 	50 	50 	50 			3484 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							60 	66 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0 						
984 	거대 거미 기사	196612 	11 		5 	27 	104 	81 	70 	86 		54 	20 	13427 	399 	410 				1110 	5800 	73 	41 			103 	108 	47 	190 	50 	50 	50 	50 	0 	100 	50 	50 			9031 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	110 	122 	0 	0 	0 	0 			2500 																							158 	173 		1 	5 	1 	3 						6 	FFFF00	3 	1.90 		1 	0 	1 	1 		0 						
987 	동굴 박쥐 대장	196612 	11 		5 	27 	119 	84 	80 	97 		61 	21 	31492 	438 	453 				3100 	6500 	78 	44 			333 	349 	25 	270 	30 	30 	30 	30 	100 	50 	50 	50 			20516 	0 	0 	0 	0 	0 	0 	0 	0 	179 	197 	0 	0 	0 	0 	0 	0 			2500 																							252 	276 		1 	5 	1 	3 						5 	BDA66B	4 	2.10 	1 	0 	0 	1 	1 		0 						
990 	어설트 데드	196612 	11 		5 	28 	102 	78 	70 	85 		55 	20 	15152 	418 	431 				2200 	7000 	75 	42 			101 	106 	37 	350 	50 	50 	50 	50 	0 	50 	50 	100 			9631 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	108 	120 			2500 																							165 	180 		1 	5 	1 	3 						7 	FFFF00	3 	1.90 		0 	0 	1 	1 		0 						
993 	여왕 린	196612 	11 		5 	28 	124 	86 	84 	101 		64 	22 	33562 	457 	475 				1540 	6300 	80 	45 			347 	365 	25 	470 	50 	50 	50 	50 	0 	100 	50 	50 			21857 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	186 	206 	0 	0 	0 	0 			2500 																							264 	288 		1 	5 	1 	3 						6 	BDA66B	4 	2.10 		1 	0 	1 	1 		0 						
996 	라지 모스	196612 	11 		5 	26 	93 	71 	61 	77 		47 	9 	2088 	380 	389 				2500 	5300 	70 	40 			144 	151 	42 	130 	50 	50 	50 	50 	50 	50 	50 	50 			3484 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							60 	66 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0 						
999 	크레이지 본 스틸	196612 	11 		5 	26 	90 	65 	59 	75 		46 	8 	2088 	380 	389 				1300 	6850 	70 	40 			140 	147 	32 	300 	50 	50 	50 	50 	50 	50 	50 	50 			3484 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							60 	66 		1 	5 	1 	3 						0 		2 	1.60 		1 	1 	1 	1 		0 						
1002 	라지 레드 모스	196612 	11 		5 	27 	100 	76 	66 	82 		51 	9 	2238 	399 	410 				2500 	5300 	73 	41 			154 	162 	42 	130 	50 	50 	50 	50 	50 	50 	50 	50 			3763 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							63 	69 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0 						
1005 	크레이지 본 블랙	196612 	11 		5 	27 	100 	73 	65 	82 		50 	9 	2238 	399 	410 				1300 	7100 	73 	41 			155 	162 	42 	300 	50 	50 	50 	50 	50 	50 	50 	50 			3763 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							63 	69 		1 	5 	1 	3 						0 		2 	1.60 		1 	1 	1 	1 		0 						
1008 	와이트 정찰병	196612 	11 		5 	28 	109 	86 	71 	89 		54 	11 	2525 	418 	431 				5200 	6700 	75 	42 			168 	176 	52 	800 	50 	50 	50 	50 	50 	50 	50 	50 			4013 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							66 	72 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		1 						
1011 	크레이지 본 캣	196612 	11 		5 	28 	106 	78 	69 	88 		53 	10 	2525 	418 	431 				1000 	4600 	75 	42 			164 	172 	42 	300 	50 	50 	50 	50 	50 	50 	50 	50 			4013 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							66 	72 		1 	5 	1 	3 						0 		2 	1.60 		1 	1 	1 	1 		0 						
1014 	라지 실버 모스	196612 	11 		5 	29 	111 	87 	73 	92 		56 	11 	2624 	438 	453 				2500 	5800 	78 	44 			171 	180 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			4274 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							69 	77 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0 						
1017 	크레이지 본 포이즌	196612 	11 		5 	29 	116 	86 	75 	95 		57 	11 	2624 	438 	453 				1000 	5100 	78 	44 			178 	187 	47 	300 	50 	50 	50 	50 	50 	50 	50 	50 			4274 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							69 	77 		1 	5 	1 	3 						0 		2 	1.60 		1 	1 	1 	1 		0 						
1020 	와이트 궁수	196612 	11 		5 	30 	119 	94 	78 	98 		60 	12 	2797 	457 	475 				5200 	6700 	80 	45 			183 	192 	52 	800 	50 	50 	50 	50 	50 	50 	50 	50 			4553 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							72 	80 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		1 						
1023 	크레이지 본 실버	196612 	11 		5 	30 	121 	90 	78 	99 		60 	11 	2797 	457 	475 				1000 	5100 	80 	45 			186 	195 	47 	300 	50 	50 	50 	50 	50 	50 	50 	50 			4553 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							72 	80 		1 	5 	1 	3 						0 		2 	1.60 		1 	1 	1 	1 		0 						
1026 	라지 포이즌 모스	196612 	11 		5 	30 	118 	93 	81 	96 		63 	23 	16781 	457 	475 				2500 	6300 	80 	45 			116 	122 	47 	190 	50 	50 	50 	50 	0 	100 	50 	50 			10928 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	124 	138 	0 	0 	0 	0 			2500 																							180 	200 		1 	5 	1 	3 						6 	FFFF00	3 	1.90 		0 	0 	1 	1 		0 						
1029 	와이트 호위병	196612 	11 		5 	31 	124 	99 	82 	102 		62 	12 	2976 	477 	497 				5200 	7200 	83 	47 			191 	201 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			4849 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							75 	83 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0 						
1032 	크레이지 본 킹	196612 	11 		5 	31 	138 	105 	93 	113 		71 	26 	39992 	519 	543 				1200 	7100 	89 	50 			384 	404 	45 	420 	100 	0 	50 	50 	50 	50 	50 	50 			26319 	206 	228 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							300 	332 		1 	5 	1 	3 						1 	BDA66B	4 	2.10 	3 	1 	0 	1 	1 		0 						
537 	마인울프웨어 노예	196612 	11 		5 	27 	99 	72 	64 	82 		50 	9 	2238 	399 	410 				2500 	5000 	73 	41 			153 	160 	37 	190 	50 	50 	50 	50 	50 	50 	50 	50 			3763 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							63 	69 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0 						
536 	마인울프웨어	196612 	11 		5 	28 	106 	80 	69 	88 		53 	10 	2525 	418 	431 				2500 	5300 	75 	42 			164 	172 	42 	190 	50 	50 	50 	50 	50 	50 	50 	50 			4013 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							66 	72 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0 						
1035 	마인울프웨어 전투병	196612 	11 		5 	29 	108 	78 	71 	90 		54 	10 	2624 	438 	453 				2500 	4800 	78 	44 			167 	175 	37 	170 	50 	50 	50 	50 	50 	50 	50 	50 			4274 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							69 	77 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0 						
1038 	마인울프웨어 돌격병	196612 	11 		5 	29 	114 	88 	74 	95 		57 	11 	2624 	438 	453 				2500 	6300 	78 	44 			176 	185 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			4274 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							69 	77 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0 						
1041 	마인울프웨어 호위병	196612 	11 		5 	30 	119 	92 	78 	99 		60 	11 	2797 	457 	475 				2500 	6000 	80 	45 			184 	193 	47 	210 	50 	50 	50 	50 	50 	50 	50 	50 			4553 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							72 	80 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0 						
538 	마인울프웨어 리더	196612 	11 		5 	31 	126 	96 	82 	103 		62 	12 	2976 	477 	497 				2500 	6300 	83 	47 			194 	204 	47 	210 	50 	50 	50 	50 	50 	50 	50 	50 			4849 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							75 	83 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0 						
1044 	마인 로드 테헬	196612 	11 		5 	32 	133 	100 	87 	108 		65 	13 	3227 	498 	520 				2500 	6500 	86 	48 			204 	215 	47 	210 	50 	50 	50 	50 	50 	50 	50 	50 			5159 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							79 	87 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0 						
540 	브라운드래곤 갈큐아란	196612 	11 		5 	33 	149 	103 	101 	122 		77 	26 	45623 	561 	590 				3000 	6500 	95 	53 			416 	436 	25 	470 	100 	0 	50 	50 	50 	50 	50 	50 			29658 	222 	246 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							332 	364 		1 	5 	1 	3 						1 	BDA66B	4 	2.10 	3 	0 	0 	1 	1 		0 						
1047 	노스린 영	196612 	11 		5 	32 	125 	89 	82 	104 		64 	11 	3227 	498 	520 				3000 	5000 	86 	48 			192 	201 	37 	800 	50 	50 	50 	50 	50 	50 	50 	50 			5159 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							79 	87 		1 	5 	1 	3 						0 		2 	1.60 		2 	1 	1 	1 		1 						
1050 	어린 로테	196612 	11 		5 	32 	132 	98 	86 	108 		65 	12 	3227 	498 	520 				1600 	6400 	86 	48 			202 	212 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			5159 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							79 	87 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0 						
1053 	노스린 워커	196612 	11 		5 	33 	130 	98 	86 	108 		66 	12 	3333 	519 	543 				3000 	5500 	89 	50 			200 	210 	42 	800 	50 	50 	50 	50 	50 	50 	50 	50 			5483 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							83 	91 		1 	5 	1 	3 						0 		2 	1.60 		2 	1 	1 	1 		1 						
1056 	노스린 메이드	196612 	11 		5 	33 	134 	96 	87 	110 		66 	12 	3333 	519 	543 				3000 	5500 	89 	50 			205 	216 	42 	800 	50 	50 	50 	50 	50 	50 	50 	50 			5483 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							83 	91 		1 	5 	1 	3 						0 		2 	1.60 		2 	1 	1 	1 		1 						
1059 	로테 일꾼	196612 	11 		5 	34 	143 	106 	93 	117 		71 	13 	3602 	540 	566 				1600 	5100 	92 	51 			219 	230 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			5826 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							86 	95 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0 						
1062 	파운틴 노스린	196612 	11 		5 	34 	141 	107 	92 	117 		71 	13 	3602 	540 	566 				3000 	6000 	92 	51 			216 	227 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			5826 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							86 	95 		1 	5 	1 	3 						0 		2 	1.60 		2 	1 	1 	1 		1 						
1065 	루칸 만티코어	196612 	11 		5 	35 	145 	110 	94 	119 		72 	14 	3802 	561 	590 				2640 	6000 	95 	53 			222 	233 	47 	470 	50 	50 	50 	50 	50 	50 	50 	50 			6179 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							89 	99 		1 	5 	1 	3 						0 		2 	1.60 		1 	1 	1 	1 		0 						
1068 	노스린 레이디	196612 	11 		5 	35 	149 	111 	97 	121 		74 	14 	3802 	561 	590 				3000 	6000 	95 	53 			227 	239 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			6179 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							89 	99 		1 	5 	1 	3 						0 		2 	1.60 		2 	1 	1 	1 		1 						
1071 	로테 병사	196612 	11 		5 	36 	154 	115 	101 	126 		77 	14 	4009 	583 	614 				1600 	5200 	97 	54 			236 	248 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			6548 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							93 	103 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0 						
1074 	노스린 메이지	196612 	11 		5 	36 	154 	120 	101 	126 		77 	15 	4009 	583 	614 				3000 	6000 	97 	54 			236 	248 	52 	800 	50 	50 	50 	50 	50 	50 	50 	50 			6548 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							93 	103 		1 	5 	1 	3 						0 		2 	1.60 		2 	1 	1 	2 		1 						
1077 	로테 대장	196612 	11 		5 	37 	160 	127 	110 	129 		84 	32 	25337 	605 	638 				1600 	6700 	100 	56 			157 	165 	52 	190 	50 	50 	100 	0 	50 	50 	50 	50 			16633 	0 	0 	0 	0 	0 	0 	168 	186 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							243 	268 		1 	5 	1 	3 						3 	FFFF00	3 	1.90 	5 	0 	0 	1 	1 		0 						
1080 	노스린 퀸	196612 	11 		5 	37 	177 	125 	121 	144 		92 	31 	57242 	649 	688 				3000 	6500 	106 	59 			492 	517 	25 	800 	0 	100 	50 	50 	50 	50 	50 	50 			37172 	0 	0 	263 	291 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							388 	428 		1 	5 	1 	3 						2 	BDA66B	4 	2.10 	2 	2 	0 	1 	1 		1 						
1083 	달타 만티코어	196612 	11 		5 	38 	184 	126 	125 	149 		95 	31 	60140 	672 	713 				2640 	6500 	109 	60 			510 	535 	25 	570 	30 	30 	30 	30 	100 	50 	50 	50 			39221 	0 	0 	0 	0 	0 	0 	0 	0 	273 	301 	0 	0 	0 	0 	0 	0 			2500 																							404 	444 		1 	5 	1 	3 						5 	BDA66B	4 	2.10 	1 	1 	0 	1 	1 		0 						
1086 	로테 퀸	196612 	11 		5 	38 	184 	129 	125 	149 		95 	32 	60140 	672 	713 				1600 	7000 	109 	60 			510 	535 	25 	370 	50 	50 	50 	50 	0 	50 	50 	100 			39221 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	273 	301 			2500 																							404 	444 		1 	5 	1 	3 						7 	BDA66B	4 	2.10 		0 	0 	1 	0 		0 						
1089 	로테 헌터	196612 	11 		5 	37 	160 	117 	105 	131 		80 	15 	4223 	605 	638 				1170 	6000 	100 	56 			245 	257 	42 	250 	50 	50 	50 	50 	50 	50 	50 	50 			6930 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							97 	107 		1 	5 	1 	3 						0 		2 	1.60 		1 	1 	1 	1 		0 						
1092 	렙타일 전사	196612 	11 		5 	37 	156 	118 	104 	129 		80 	15 	4223 	605 	638 				1000 	5300 	100 	56 			238 	250 	42 	190 	50 	50 	50 	50 	50 	50 	50 	50 			6930 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							97 	107 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0 						
1095 	이민 하녀	196612 	11 		5 	38 	162 	120 	107 	131 		81 	15 	4444 	627 	663 				3000 	5500 	103 	57 			247 	259 	42 	800 	50 	50 	50 	50 	50 	50 	50 	50 			7332 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							101 	111 		1 	5 	1 	3 						0 		2 	1.60 		2 	1 	1 	1 		1 						
1098 	로테 스카우터	196612 	11 		5 	38 	166 	126 	109 	136 		83 	16 	4444 	627 	663 				1170 	6000 	103 	57 			254 	267 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			7332 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							101 	111 		1 	5 	1 	3 						0 		2 	1.60 		1 	1 	1 	1 		0 						
1101 	렙타일 감시병	196612 	11 		5 	38 	164 	125 	109 	134 		83 	16 	4444 	627 	663 				1000 	5800 	103 	57 			250 	263 	42 	190 	50 	50 	50 	50 	50 	50 	50 	50 			7332 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							101 	111 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0 						
1104 	이민 메이지	196612 	11 		5 	39 	170 	126 	111 	138 		84 	16 	4770 	649 	688 				3000 	5500 	106 	59 			260 	273 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			7744 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							105 	116 		1 	5 	1 	3 						0 		2 	1.60 		2 	1 	1 	1 		1 						
1107 	렙타일 도적	196612 	11 		5 	39 	170 	133 	113 	138 		86 	17 	4770 	649 	688 				1000 	5800 	106 	59 			259 	272 	47 	190 	50 	50 	50 	50 	50 	50 	50 	50 			7744 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							105 	116 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0 						
1110 	이민 닥터	196612 	11 		5 	39 	172 	131 	113 	141 		86 	16 	4770 	649 	688 				3000 	6000 	106 	59 			263 	276 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			7744 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							105 	116 		1 	5 	1 	3 						0 		2 	1.60 		2 	1 	1 	1 		1 						
1113 	렙타일 용병	196612 	11 		5 	40 	176 	143 	117 	143 		89 	18 	5012 	672 	713 				1000 	5800 	109 	60 			268 	281 	52 	190 	50 	50 	50 	50 	50 	50 	50 	50 			8171 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							108 	120 		1 	5 	1 	3 						0 		2 	1.60 		2 	1 	1 	1 		0 						
1116 	이민 하녀장	196612 	11 		5 	40 	181 	139 	119 	146 		89 	17 	5012 	672 	713 				3000 	6000 	109 	60 			275 	289 	52 	800 	50 	50 	50 	50 	50 	50 	50 	50 			8171 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							108 	120 		1 	5 	1 	3 						0 		2 	1.60 		2 	1 	1 	2 		1 						
1119 	로테 아처	196612 	11 		5 	40 	178 	136 	117 	146 		89 	17 	5012 	672 	713 				1170 	6000 	109 	60 			272 	286 	47 	800 	50 	50 	50 	50 	50 	50 	50 	50 			8171 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							108 	120 		1 	5 	1 	3 						0 		2 	1.60 		1 	1 	1 	1 		1 						
1122 	로드 피사르	196612 	11 		5 	41 	203 	143 	139 	165 		106 	36 	70352 	742 	791 				1000 	6500 	118 	65 			563 	591 	25 	270 	30 	30 	30 	30 	100 	50 	50 	50 			44190 	0 	0 	0 	0 	0 	0 	0 	0 	301 	333 	0 	0 	0 	0 	0 	0 			2500 																							448 	496 		1 	5 	1 	3 						5 	BDA66B	4 	2.10 	1 	0 	0 	1 	1 		0 						
1125 	프린세스 이민	196612 	11 		5 	41 	203 	143 	139 	165 		106 	36 	70352 	742 	791 				3000 	6500 	118 	65 			563 	591 	25 	800 	0 	100 	50 	50 	50 	50 	50 	50 			44190 	0 	0 	301 	333 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							448 	496 		1 	5 	1 	3 						2 	BDA66B	4 	2.10 	2 	2 	0 	1 	1 		1 						
1128 	킹핀 가르시아	196612 	11 		5 	41 	203 	141 	139 	165 		106 	35 	70352 	742 	791 				1170 	7000 	118 	65 			563 	591 	25 	470 	50 	50 	100 	0 	50 	50 	50 	50 			44190 	0 	0 	0 	0 	0 	0 	301 	333 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							448 	496 		1 	5 	1 	3 						3 	BDA66B	4 	2.10 	5 	1 	0 	1 	1 		0 						
1131 	제롬 도적대 감시병	196612 	11 		5 	40 	169 	132 	113 	140 		87 	17 	5012 	672 	713 				5200 	7200 	109 	60 			258 	271 	37 	190 	50 	50 	50 	50 	50 	50 	50 	50 			8171 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							108 	120 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0 						
1134 	화리둔 노예	196612 	11 		5 	40 	174 	127 	114 	142 		87 	16 	5012 	672 	713 				1800 	5500 	109 	60 			265 	279 	42 	140 	50 	50 	50 	50 	50 	50 	50 	50 			8171 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							108 	120 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0 						
1137 	제롬 도적대 정찰병	196612 	11 		5 	41 	175 	140 	117 	145 		90 	18 	5364 	695 	739 				5200 	7200 	112 	62 			267 	280 	42 	190 	50 	50 	50 	50 	50 	50 	50 	50 			8173 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							112 	124 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0 						
1140 	라몬 놀 졸병	196612 	11 		5 	41 	177 	134 	118 	145 		90 	17 	5364 	695 	739 				3000 	7000 	112 	62 			270 	284 	42 	200 	50 	50 	50 	50 	50 	50 	50 	50 			8173 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							112 	124 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0 						
1143 	제롬 도적대 행동병	196612 	11 		5 	42 	183 	143 	122 	150 		93 	18 	5610 	719 	765 				5200 	7200 	115 	64 			279 	293 	42 	190 	50 	50 	50 	50 	50 	50 	50 	50 			8602 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							117 	129 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0 						
1146 	라몬 놀 전사	196612 	11 		5 	42 	183 	138 	122 	150 		93 	17 	5610 	719 	765 				3000 	7000 	115 	64 			279 	293 	42 	200 	50 	50 	50 	50 	50 	50 	50 	50 			8602 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							117 	129 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0 						
1149 	제롬 도적대 용병	196612 	11 		5 	43 	190 	152 	134 	156 		103 	38 	35176 	742 	791 				5200 	7200 	118 	65 			185 	194 	47 	190 	50 	50 	100 	0 	50 	50 	50 	50 			22095 	0 	0 	0 	0 	0 	0 	198 	218 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							303 	333 		1 	5 	1 	3 						3 	FFFF00	3 	1.90 	5 	0 	0 	1 	1 		0 						
1152 	화리둔 호위병	196612 	11 		5 	43 	197 	148 	130 	161 		98 	18 	5863 	742 	791 				1800 	6700 	118 	65 			300 	315 	47 	140 	50 	50 	50 	50 	50 	50 	50 	50 			9206 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 			2500 																							121 	133 		1 	5 	1 	3 						0 		2 	1.60 		0 	1 	1 	1 		0 						
