monster_name	monster_TID	item_count	item_TID	min	max	percent
스몰 차임	347	1	5013	1	1	30
암브로드 헬마이티	889	2	5022	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
디바이드 나이트 로드	1233	2	5022	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
미스틱 버서커 히어로	1241	2	5022	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
팬텀 아처 마스터	1249	2	5022	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
케오스 소서러 마이스터	1257	2	5022	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
에펠 졸병	221	2	5022	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
비늘 병사	263	2	5022	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
발러 킹	898	1	5023	1	1	30
크랩틸 라이트닝	1313	1	5023	1	1	30
실핀드	1388	1	5023	1	1	60
			4800	1	1	800
절망의 감시자	208	1	5023	1	1	30
절망의 전달자	209	1	5023	1	1	30
코볼트 흑마법사	916	2	5009	1	1	30
			5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
얄퀴나스	1163	2	5009	1	1	30
			5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
앙클 놀 백인대장	1166	2	5009	1	1	30
			5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
화리둔	1164	2	5009	1	1	30
			5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
라몬 놀 백인대장	1167	2	5009	1	1	30
			5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
기르간	1165	2	5009	1	1	30
			5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
지르카 놀 백인대장	1168	2	5009	1	1	30
			5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
라리아네	1323	2	5009	1	1	30
			5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
제로	917	2	5013	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
블랭크	919	2	5013	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
미스터리오	918	2	5013	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
바쉬	909	2	5013	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
바쿰	910	2	5013	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
타라	911	2	5013	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
타워 나이트	1229	2	5012	1	1	30
			5022	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
블러드 소울 버서커	1237	2	5012	1	1	30
			5022	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
새도우 체인 아처	1245	2	5012	1	1	30
			5022	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
키퍼 스태프 소서러	1253	2	5012	1	1	30
			5022	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
라폰티프 모타르	1293	1	5023	1	1	30
데스뮤트	1394	1	5023	1	1	60
			4800	1	1	800
섀도우 프리미어	225	1	5023	1	1	30
와이트 노블	246	1	5023	1	1	30
호문클루스 지휘관	342	1	5023	1	1	30
배반의 전사	206	1	5023	1	1	30
배반의 채찍	207	1	5023	1	1	30
플레어 바운드	1308	1	5014	1	1	30
			5024	1	1	30
네크로스 네트	1316	1	5014	1	1	30
			5024	1	1	30
파멸의 이빨	199	1	5014	1	1	30
			5024	1	1	30
배반의 군주	200	1	5014	1	1	30
			5024	1	1	30
썬더헤드	360	1	5014	1	1	60
			5024	1	1	60
			4801	1	1	1600
			4800	1	1	2500
블랙 하트로더	1352	1	5014	1	1	30
샤크 실버	235	1	5014	1	1	30
질풍의 날개	210	1	5014	1	1	30
질풍의 부리	211	1	5014	1	1	30
오우거보스	1357	1	5014	1	1	30
			5024	1	1	30
루인 워리어	1360	1	5014	1	1	30
			5024	1	1	30
제부스 크러셔	1294	1	5014	1	1	30
			5024	1	1	30
혈화의 낫	202	1	5014	1	1	30
			5024	1	1	30
탐욕의 기사	203	1	5014	1	1	30
			5024	1	1	30
아이블랍	364	1	5014	1	1	30
			5024	1	1	30
페인그로우	1363	1	5014	1	1	30
			4800	1	1	2500
제부스 스카우트	1297	1	5014	1	1	30
샤크 킹	352	1	5014	1	1	30
가리 왕	355	1	5014	1	1	30
라탄 트롤 두목	358	1	5014	1	1	30
혈화의 검	212	1	5014	1	1	30
하이왓쳐	359	1	5014	1	1	90
			4801	1	1	1200
			4800	1	1	1875
펄스	363	1	5014	1	1	90
			4801	1	1	1200
			4800	1	1	1875
어벤젤	1385	1	5013	1	1	45
			5023	1	1	45
			4800	1	1	1200
에펠 군주	351	1	5013	1	1	30
			5023	1	1	30
로톤 로드	354	1	5013	1	1	30
			5023	1	1	30
비늘 보스	357	1	5013	1	1	30
			5023	1	1	30
스피키엘	1387	1	5013	1	1	45
			5023	1	1	45
			4800	1	1	1200
리자드맨 병사	293	1	1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
스켈레톤 주술사	123	1	1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
매직 라이칸토	297	1	1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
스몰 텐터클	479	1	1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
도프	65	1	1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
브론디아	688	1	1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
가시오스	61	1	1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
골고다	280	1	1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
와일드 텐터클	517	1	1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
릴리스	776	1	1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
오케러스	94	1	1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
힐라리	57	1	1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
레이디 리엔	621	1	1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
마그마론	760	1	1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
그레이브 좀비 로드	950	1	1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
잊혀진 지배자	523	1	1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
프렌지 좀비 로드	951	1	1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
죽은자의 왕	533	1	1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
스윈들 좀비 로드	952	1	1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
남겨진 자들의 왕	694	1	1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
소드이터	704	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
레이지 본 킹	1031	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
크레이지 본 킹	1032	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
퓨리 본 킹	1033	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
카르카엔	659	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
뮤리	660	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
앙그라	661	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
스프리건 로드	22	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
아르카로스 노예	289	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
보울도	812	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
짐보	813	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
슈타	814	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
차라수카	635	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
에고니	783	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
로드 우테루스	1121	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
프린세스 마리엔	1124	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
캡틴 엘리우스	1127	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
로드 피사르	1122	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
프린세스 이민	1125	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
킹핀 가르시아	1128	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
로드 크리핑	1123	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
프린세스 차링	1126	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
제너럴 하이랄	1129	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
마나리안	1321	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
우룰카	1322	2	5009	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
하피 에어워커	333	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
가디메시	708	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
바르소	793	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
블러드본 샤만	549	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
커스 루핀	554	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
카렌차	555	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
세벤트	558	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
테니얼 가디언	1196	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
라몬텔 호위병	1197	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
케잔 중보병	1198	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
하루피엔	1329	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
어린 브란	847	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
앤트 로드	27	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
켄타우르스 대장	269	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
하피 퀸	135	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
리카누스	49	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
플라잉	51	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
스슈르드	791	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
시즐	52	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
레클레스	550	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
테니얼 보스	1202	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
앙클 케인독 대장	1205	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
라몬텔 대장	1203	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
라몬 케인독 대장	1206	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
케잔 대장	1204	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
지르카 케인독 대장	1207	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
허리케인 린	1330	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
낙시아	1331	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
트람	1332	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
구울 킹	725	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
보른	771	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
하른	772	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
와일드 버스터	1346	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
퀘아사 안내자	873	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
에우리알레 군주	657	1	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
칼립 도적단 돌격병	1148	2	5009	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
와일드 엑스	410	2	5010	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
아민 전사	389	2	5010	1	1	30
			5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
로아 대장	425	2	5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
위버 킹	424	2	5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
쉐도우 로드	428	2	5011	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
머드헤드	362	1	4801	1	1	400
아이블랍	364	1	4801	1	1	400
센티널	365	1	4801	1	1	400
디스호프	376	1	4801	1	1	1250
윙드 라치 덱	1575	2	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
후크 제스터	1565	2	5008	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
볼케이노 울프 폼	1573	2	5008	1	1	30
			5018	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
마스터 우드	1561	2	5008	1	1	30
			5018	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
비스트 워리어 솔져	1566	2	5008	1	1	30
			5018	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
비스트 워리어 체이서	1567	2	5018	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
비스트 워리어 커맨더	1568	2	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
페더리드윙 솔져	1586	2	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
화이트스노우 캡터	1559	2	5009	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
아이스버그 베어	1560	2	5009	1	1	30
			5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
