96																			
LV	STR	Dex	CON	WIS	INT	CHA	MAX HP	MAX MP	MAX SP	MAX AC	MAX AR	MAX DR	FIRE	WATER	EARTH	AIR	MAGIC	MIN DMG	MAX DMG
57	153	137	101	203	237	0	808	1093	738	3	0	0	0	0	0	0	0	0	0
58	157	140	103	208	243	0	824	1120	754	3	0	0	0	0	0	0	0	0	0
59	161	143	105	213	249	0	840	1147	770	3	0	0	0	0	0	0	0	0	0
60	165	147	108	218	255	0	864	1174	792	3	0	0	0	0	0	0	0	0	0
61	168	150	110	223	260	0	880	1201	808	3	0	0	0	0	0	0	0	0	0
62	172	154	113	228	266	0	904	1228	829	3	0	0	0	0	0	0	0	0	0
63	176	157	115	233	272	0	920	1255	845	3	0	0	0	0	0	0	0	0	0
64	180	161	118	239	278	0	944	1287	867	3	0	0	0	0	0	0	0	0	0
65	184	164	120	244	284	0	960	1314	883	3	0	0	0	0	0	0	0	0	0
66	188	168	123	249	290	0	984	1341	905	3	0	0	0	0	0	0	0	0	0
67	192	171	125	254	297	0	1000	1368	921	3	0	0	0	0	0	0	0	0	0
68	196	175	128	260	303	0	1024	1400	942	3	0	0	0	0	0	0	0	0	0
69	200	178	130	265	309	0	1040	1427	958	3	0	0	0	0	0	0	0	0	0
70	204	182	133	270	315	0	1064	1454	980	3	0	0	0	0	0	0	0	0	0
71	209	186	136	276	321	0	1088	1486	1002	3	0	0	0	0	0	0	0	0	0
72	213	189	138	281	328	0	1104	1513	1018	3	0	0	0	0	0	0	0	0	0
73	217	193	141	287	334	0	1128	1545	1039	3	0	0	0	0	0	0	0	0	0
74	221	197	144	292	341	0	1152	1572	1061	3	0	0	0	0	0	0	0	0	0
75	225	201	146	298	347	0	1168	1605	1082	3	0	0	0	0	0	0	0	0	0
76	230	204	149	303	354	0	1192	1632	1098	3	0	0	0	0	0	0	0	0	0
77	234	208	152	309	360	0	1216	1664	1120	3	0	0	0	0	0	0	0	0	0
78	238	212	154	314	367	0	1232	1691	1142	4	0	0	0	0	0	0	0	0	0
79	243	216	157	320	373	0	1256	1723	1163	4	0	0	0	0	0	0	0	0	0
80	247	220	160	326	380	0	1280	1755	1185	4	0	0	0	0	0	0	0	0	0
81	251	224	163	332	387	0	1304	1788	1206	4	0	0	0	0	0	0	0	0	0
82	256	228	165	337	394	0	1320	1815	1228	4	0	0	0	0	0	0	0	0	0
83	260	232	168	343	400	0	1344	1847	1249	4	0	0	0	0	0	0	0	0	0
84	265	235	171	349	407	0	1368	1879	1265	4	0	0	0	0	0	0	0	0	0
85	269	239	174	355	414	0	1392	1912	1287	4	0	0	0	0	0	0	0	0	0
86	274	243	177	361	421	0	1416	1944	1308	4	0	0	0	0	0	0	0	0	0
87	278	248	180	367	428	0	1440	1976	1335	4	0	0	0	0	0	0	0	0	0
88	283	252	183	373	435	0	1464	2008	1357	4	0	0	0	0	0	0	0	0	0
89	288	256	185	379	442	0	1480	2041	1378	4	0	0	0	0	0	0	0	0	0
90	292	260	188	385	449	0	1504	2073	1400	4	0	0	0	0	0	0	0	0	0
91	297	264	191	391	456	0	1528	2105	1422	4	0	0	0	0	0	0	0	0	0
92	302	268	194	397	463	0	1552	2138	1443	4	0	0	0	0	0	0	0	0	0
93	306	272	197	403	470	0	1576	2170	1465	4	0	0	0	0	0	0	0	0	0
94	311	276	200	409	477	0	1600	2202	1486	4	0	0	0	0	0	0	0	0	0
95	316	281	203	415	485	0	1624	2235	1513	4	0	0	0	0	0	0	0	0	0
96	321	285	206	422	492	0	1648	2272	1535	4	0	0	0	0	0	0	0	0	0
97	325	289	209	428	499	0	1672	2305	1556	4	0	0	0	0	0	0	0	0	0
98	330	293	212	434	507	0	1696	2337	1578	4	0	0	0	0	0	0	0	0	0
99	335	298	215	441	514	0	1720	2375	1605	4	0	0	0	0	0	0	0	0	0
100	340	302	218	447	521	0	1744	2407	1626	4	0	0	0	0	0	0	0	0	0
101	345	306	222	453	529	0	1776	2439	1648	4	0	0	0	0	0	0	0	0	0
102	350	311	225	460	536	0	1800	2477	1675	4	0	0	0	0	0	0	0	0	0
103	355	315	228	466	544	0	1824	2509	1696	4	0	0	0	0	0	0	0	0	0
104	360	319	231	473	551	0	1848	2547	1718	4	0	0	0	0	0	0	0	0	0
105	365	324	234	479	559	0	1872	2579	1745	4	0	0	0	0	0	0	0	0	0
106	370	328	237	486	567	0	1896	2617	1766	4	0	0	0	0	0	0	0	0	0
107	375	333	240	492	574	0	1920	2649	1793	4	0	0	0	0	0	0	0	0	0
108	380	337	244	499	582	0	1952	2687	1815	5	0	0	0	0	0	0	0	0	0
109	385	342	247	505	590	0	1976	2719	1842	5	0	0	0	0	0	0	0	0	0
110	390	346	250	512	597	0	2000	2757	1863	5	0	0	0	0	0	0	0	0	0
111	395	351	253	519	605	0	2024	2795	1890	5	0	0	0	0	0	0	0	0	0
112	400	355	256	525	613	0	2048	2827	1912	5	0	0	0	0	0	0	0	0	0
113	405	360	260	532	621	0	2080	2865	1938	5	0	0	0	0	0	0	0	0	0
114	410	364	263	539	629	0	2104	2902	1960	5	0	0	0	0	0	0	0	0	0
115	416	369	266	546	637	0	2128	2940	1987	5	0	0	0	0	0	0	0	0	0
116	421	374	270	552	645	0	2160	2972	2014	5	0	0	0	0	0	0	0	0	0
117	426	378	273	559	653	0	2184	3010	2035	5	0	0	0	0	0	0	0	0	0
118	431	383	276	566	661	0	2208	3048	2062	5	0	0	0	0	0	0	0	0	0
119	437	388	280	573	669	0	2240	3085	2089	5	0	0	0	0	0	0	0	0	0
120	442	392	283	580	677	0	2264	3123	2111	5	0	0	0	0	0	0	0	0	0
121	447	397	286	587	685	0	2288	3161	2138	5	0	0	0	0	0	0	0	0	0
460																			
LV	STR	Dex	CON	WIS	INT	CHA	MAX HP	MAX MP	MAX SP	MAX AC	MAX AR	MAX DR	FIRE	WATER	EARTH	AIR	MAGIC	MIN DMG	MAX DMG
1	13	18	10	8	7	0	80	43	97	2	0	0	0	0	0	0	0	0	0
2	14	19	11	8	8	0	88	43	102	2	0	0	0	0	0	0	0	0	0
3	15	20	11	9	8	0	88	48	108	2	0	0	0	0	0	0	0	0	0
4	16	21	12	9	9	0	96	48	113	2	0	0	0	0	0	0	0	0	0
5	17	23	13	10	10	0	104	54	124	2	0	0	0	0	0	0	0	0	0
6	18	24	14	11	10	0	112	59	129	2	0	0	0	0	0	0	0	0	0
7	19	26	15	11	11	0	120	59	140	2	0	0	0	0	0	0	0	0	0
8	21	27	16	12	12	0	128	65	145	2	0	0	0	0	0	0	0	0	0
9	22	29	17	13	13	0	136	70	156	2	0	0	0	0	0	0	0	0	0
10	24	31	19	13	14	0	152	70	167	2	0	0	0	0	0	0	0	0	0
11	25	33	20	14	15	0	160	75	178	2	0	0	0	0	0	0	0	0	0
12	27	35	21	15	16	0	168	81	188	2	0	0	0	0	0	0	0	0	0
13	29	37	23	16	17	0	184	86	199	2	0	0	0	0	0	0	0	0	0
14	31	39	24	17	19	0	192	92	210	2	0	0	0	0	0	0	0	0	0
15	33	41	26	18	20	0	208	97	221	3	0	0	0	0	0	0	0	0	0
16	35	43	27	19	21	0	216	102	232	3	0	0	0	0	0	0	0	0	0
17	37	46	29	20	22	0	232	108	248	3	0	0	0	0	0	0	0	0	0
18	39	48	30	21	24	0	240	113	258	3	0	0	0	0	0	0	0	0	0
19	41	51	32	22	25	0	256	118	275	3	0	0	0	0	0	0	0	0	0
20	43	53	34	23	27	0	272	124	285	3	0	0	0	0	0	0	0	0	0
21	45	56	35	24	28	0	280	129	302	3	0	0	0	0	0	0	0	0	0
22	48	59	37	25	30	0	296	135	318	3	0	0	0	0	0	0	0	0	0
23	50	61	39	26	31	0	312	140	328	3	0	0	0	0	0	0	0	0	0
24	52	64	41	27	33	0	328	145	345	3	0	0	0	0	0	0	0	0	0
25	55	67	43	28	34	0	344	151	361	3	0	0	0	0	0	0	0	0	0
26	57	70	45	30	36	0	360	162	377	3	0	0	0	0	0	0	0	0	0
27	60	73	47	31	38	0	376	167	393	3	0	0	0	0	0	0	0	0	0
28	62	76	49	32	39	0	392	172	409	3	0	0	0	0	0	0	0	0	0
29	65	79	51	33	41	0	408	178	425	3	0	0	0	0	0	0	0	0	0
30	68	82	53	35	43	0	424	188	442	3	0	0	0	0	0	0	0	0	0
31	70	85	55	36	44	0	440	194	458	3	0	0	0	0	0	0	0	0	0
32	73	89	57	37	46	0	456	199	479	3	0	0	0	0	0	0	0	0	0
33	76	92	60	39	48	0	480	210	495	3	0	0	0	0	0	0	0	0	0
34	79	95	62	40	50	0	496	215	512	3	0	0	0	0	0	0	0	0	0
35	81	98	64	42	52	0	512	226	528	3	0	0	0	0	0	0	0	0	0
36	84	102	66	43	54	0	528	232	549	3	0	0	0	0	0	0	0	0	0
37	87	105	69	44	55	0	552	237	565	3	0	0	0	0	0	0	0	0	0
38	90	109	71	46	57	0	568	248	587	3	0	0	0	0	0	0	0	0	0
39	93	112	73	47	59	0	584	253	603	3	0	0	0	0	0	0	0	0	0
40	96	116	76	49	61	0	608	264	625	4	0	0	0	0	0	0	0	0	0
41	99	120	78	50	63	0	624	269	646	4	0	0	0	0	0	0	0	0	0
42	102	123	81	52	65	0	648	280	662	4	0	0	0	0	0	0	0	0	0
43	106	127	83	53	67	0	664	285	684	4	0	0	0	0	0	0	0	0	0
44	109	131	86	55	70	0	688	296	705	4	0	0	0	0	0	0	0	0	0
45	112	134	88	56	72	0	704	302	722	4	0	0	0	0	0	0	0	0	0
46	115	138	91	58	74	0	728	312	743	4	0	0	0	0	0	0	0	0	0
47	118	142	93	60	76	0	744	323	765	4	0	0	0	0	0	0	0	0	0
48	122	146	96	61	78	0	768	328	786	4	0	0	0	0	0	0	0	0	0
49	125	150	99	63	80	0	792	339	808	4	0	0	0	0	0	0	0	0	0
50	129	154	101	65	82	0	808	350	829	4	0	0	0	0	0	0	0	0	0
51	132	158	104	66	85	0	832	355	851	4	0	0	0	0	0	0	0	0	0
52	135	162	107	68	87	0	856	366	872	4	0	0	0	0	0	0	0	0	0
53	139	166	109	70	89	0	872	377	894	4	0	0	0	0	0	0	0	0	0
54	142	170	112	71	91	0	896	382	915	4	0	0	0	0	0	0	0	0	0
55	146	174	115	73	94	0	920	393	937	4	0	0	0	0	0	0	0	0	0
56	149	179	118	75	96	0	944	404	964	4	0	0	0	0	0	0	0	0	0
57	153	183	121	77	98	0	968	415	985	4	0	0	0	0	0	0	0	0	0
58	157	187	123	78	101	0	984	420	1007	4	0	0	0	0	0	0	0	0	0
59	160	191	126	80	103	0	1008	431	1028	5	0	0	0	0	0	0	0	0	0
60	164	196	129	82	106	0	1032	442	1055	5	0	0	0	0	0	0	0	0	0
61	168	200	132	84	108	0	1056	452	1077	5	0	0	0	0	0	0	0	0	0
62	172	205	135	86	111	0	1080	463	1104	5	0	0	0	0	0	0	0	0	0
63	175	209	138	87	113	0	1104	468	1125	5	0	0	0	0	0	0	0	0	0
64	179	213	141	89	115	0	1128	479	1147	5	0	0	0	0	0	0	0	0	0
65	183	218	144	91	118	0	1152	490	1174	5	0	0	0	0	0	0	0	0	0
66	187	223	147	93	120	0	1176	501	1201	5	0	0	0	0	0	0	0	0	0
67	191	227	150	95	123	0	1200	512	1222	5	0	0	0	0	0	0	0	0	0
68	195	232	153	97	126	0	1224	522	1249	5	0	0	0	0	0	0	0	0	0
69	199	236	156	99	128	0	1248	533	1271	5	0	0	0	0	0	0	0	0	0
70	202	241	160	101	131	0	1280	544	1298	5	0	0	0	0	0	0	0	0	0
71	206	246	163	103	133	0	1304	555	1325	5	0	0	0	0	0	0	0	0	0
72	210	250	166	105	136	0	1328	565	1346	5	0	0	0	0	0	0	0	0	0
73	215	255	169	107	139	0	1352	576	1373	5	0	0	0	0	0	0	0	0	0
74	219	260	172	109	141	0	1376	587	1400	5	0	0	0	0	0	0	0	0	0
75	223	265	175	111	144	0	1400	598	1427	5	0	0	0	0	0	0	0	0	0
76	227	270	179	113	147	0	1432	608	1454	5	0	0	0	0	0	0	0	0	0
77	231	275	182	115	149	0	1456	619	1481	5	0	0	0	0	0	0	0	0	0
78	235	279	185	117	152	0	1480	630	1502	5	0	0	0	0	0	0	0	0	0
79	239	284	189	119	155	0	1512	641	1529	5	0	0	0	0	0	0	0	0	0
80	244	289	192	121	158	0	1536	652	1556	5	0	0	0	0	0	0	0	0	0
81	248	294	195	123	160	0	1560	662	1583	5	0	0	0	0	0	0	0	0	0
82	252	299	199	125	163	0	1592	673	1610	5	0	0	0	0	0	0	0	0	0
83	256	304	202	127	166	0	1616	684	1637	5	0	0	0	0	0	0	0	0	0
84	261	310	205	129	169	0	1640	695	1669	5	0	0	0	0	0	0	0	0	0
85	265	315	209	131	172	0	1672	705	1696	5	0	0	0	0	0	0	0	0	0
86	269	320	212	134	174	0	1696	722	1723	5	0	0	0	0	0	0	0	0	0
87	274	325	216	136	177	0	1728	732	1750	5	0	0	0	0	0	0	0	0	0
88	278	330	219	138	180	0	1752	743	1777	5	0	0	0	0	0	0	0	0	0
89	283	335	223	140	183	0	1784	754	1804	6	0	0	0	0	0	0	0	0	0
90	287	341	226	142	186	0	1808	765	1836	6	0	0	0	0	0	0	0	0	0
91	292	346	230	144	189	0	1840	775	1863	6	0	0	0	0	0	0	0	0	0
92	296	351	233	147	192	0	1864	792	1890	6	0	0	0	0	0	0	0	0	0
93	301	357	237	149	195	0	1896	802	1922	6	0	0	0	0	0	0	0	0	0
94	305	362	241	151	198	0	1928	813	1949	6	0	0	0	0	0	0	0	0	0
95	310	367	244	153	201	0	1952	824	1976	6	0	0	0	0	0	0	0	0	0
96	314	373	248	156	204	0	1984	840	2008	6	0	0	0	0	0	0	0	0	0
97	319	378	252	158	207	0	2016	851	2035	6	0	0	0	0	0	0	0	0	0
98	324	384	255	160	210	0	2040	862	2068	6	0	0	0	0	0	0	0	0	0
99	328	389	259	162	213	0	2072	872	2095	6	0	0	0	0	0	0	0	0	0
100	333	395	263	165	216	0	2104	888	2127	6	0	0	0	0	0	0	0	0	0
101	338	400	266	167	219	0	2128	899	2154	6	0	0	0	0	0	0	0	0	0
102	343	406	270	169	222	0	2160	910	2186	6	0	0	0	0	0	0	0	0	0
103	347	411	274	172	225	0	2192	926	2213	7	0	0	0	0	0	0	0	0	0
104	352	417	278	174	228	0	2224	937	2245	7	0	0	0	0	0	0	0	0	0
105	357	423	281	176	232	0	2248	948	2278	7	0	0	0	0	0	0	0	0	0
106	362	428	285	179	235	0	2280	964	2305	7	0	0	0	0	0	0	0	0	0
107	367	434	289	181	238	0	2312	975	2337	7	0	0	0	0	0	0	0	0	0
108	371	440	293	184	241	0	2344	991	2369	7	0	0	0	0	0	0	0	0	0
109	376	446	297	186	244	0	2376	1002	2402	7	0	0	0	0	0	0	0	0	0
110	381	451	301	188	247	0	2408	1012	2428	7	0	0	0	0	0	0	0	0	0
111	386	457	304	191	251	0	2432	1028	2461	7	0	0	0	0	0	0	0	0	0
112	391	463	308	193	254	0	2464	1039	2493	7	0	0	0	0	0	0	0	0	0
113	396	469	312	196	257	0	2496	1055	2525	7	0	0	0	0	0	0	0	0	0
114	401	475	316	198	260	0	2528	1066	2558	7	0	0	0	0	0	0	0	0	0
115	406	481	320	201	264	0	2560	1082	2590	7	0	0	0	0	0	0	0	0	0
116	411	487	324	203	267	0	2592	1093	2622	8	0	0	0	0	0	0	0	0	0
117	416	492	328	205	270	0	2624	1104	2649	8	0	0	0	0	0	0	0	0	0
118	421	498	332	208	274	0	2656	1120	2682	8	0	0	0	0	0	0	0	0	0
119	426	504	336	210	277	0	2688	1131	2714	8	0	0	0	0	0	0	0	0	0
120	431	510	340	213	280	0	2720	1147	2746	8	0	0	0	0	0	0	0	0	0
121	437	517	344	215	284	0	2752	1158	2784	8	0	0	0	0	0	0	0	0	0
9																			
LV	STR	Dex	CON	WIS	INT	CHA	MAX HP	MAX MP	MAX SP	MAX AC	MAX AR	MAX DR	FIRE	WATER	EARTH	AIR	MAGIC	MIN DMG	MAX DMG
1	7	8	8	16	17	0	64	86	43	2	0	0	0	0	0	0	0	0	0
2	8	9	9	17	18	0	72	92	48	2	0	0	0	0	0	0	0	0	0
3	8	10	9	18	19	0	72	97	54	2	0	0	0	0	0	0	0	0	0
4	9	10	10	19	20	0	80	102	54	2	0	0	0	0	0	0	0	0	0
5	10	11	10	20	22	0	80	108	59	2	0	0	0	0	0	0	0	0	0
6	11	12	11	21	23	0	88	113	65	2	0	0	0	0	0	0	0	0	0
7	12	14	12	23	25	0	96	124	75	2	0	0	0	0	0	0	0	0	0
8	13	15	13	24	26	0	104	129	81	2	0	0	0	0	0	0	0	0	0
9	14	16	14	26	28	0	112	140	86	2	0	0	0	0	0	0	0	0	0
10	15	17	15	28	30	0	120	151	92	2	0	0	0	0	0	0	0	0	0
11	17	19	16	29	32	0	128	156	102	2	0	0	0	0	0	0	0	0	0
12	18	20	17	31	34	0	136	167	108	2	0	0	0	0	0	0	0	0	0
13	19	22	18	33	36	0	144	178	118	2	0	0	0	0	0	0	0	0	0
14	21	23	19	35	38	0	152	188	124	2	0	0	0	0	0	0	0	0	0
15	22	25	20	37	40	0	160	199	135	3	0	0	0	0	0	0	0	0	0
16	24	27	21	39	43	0	168	210	145	3	0	0	0	0	0	0	0	0	0
17	26	28	22	41	45	0	176	221	151	3	0	0	0	0	0	0	0	0	0
18	27	30	24	43	48	0	192	232	162	3	0	0	0	0	0	0	0	0	0
19	29	32	25	46	50	0	200	248	172	3	0	0	0	0	0	0	0	0	0
20	31	34	26	48	53	0	208	258	183	3	0	0	0	0	0	0	0	0	0
21	32	36	28	50	55	0	224	269	194	3	0	0	0	0	0	0	0	0	0
22	34	38	29	53	58	0	232	285	205	3	0	0	0	0	0	0	0	0	0
23	36	40	31	55	61	0	248	296	215	3	0	0	0	0	0	0	0	0	0
24	38	42	32	58	64	0	256	312	226	3	0	0	0	0	0	0	0	0	0
25	40	44	34	60	67	0	272	323	237	3	0	0	0	0	0	0	0	0	0
26	42	46	35	63	70	0	280	339	248	3	0	0	0	0	0	0	0	0	0
27	44	48	37	66	73	0	296	355	258	3	0	0	0	0	0	0	0	0	0
28	46	51	38	68	76	0	304	366	275	3	0	0	0	0	0	0	0	0	0
29	48	53	40	71	79	0	320	382	285	3	0	0	0	0	0	0	0	0	0
30	50	55	41	74	82	0	328	398	296	3	0	0	0	0	0	0	0	0	0
31	52	57	43	77	85	0	344	415	307	3	0	0	0	0	0	0	0	0	0
32	54	60	45	80	88	0	360	431	323	3	0	0	0	0	0	0	0	0	0
33	56	62	46	83	92	0	368	447	334	3	0	0	0	0	0	0	0	0	0
34	58	65	48	86	95	0	384	463	350	3	0	0	0	0	0	0	0	0	0
35	61	67	50	89	98	0	400	479	361	3	0	0	0	0	0	0	0	0	0
36	63	70	52	92	102	0	416	495	377	3	0	0	0	0	0	0	0	0	0
37	65	72	53	95	105	0	424	512	388	3	0	0	0	0	0	0	0	0	0
38	67	75	55	98	109	0	440	528	404	3	0	0	0	0	0	0	0	0	0
39	70	77	57	101	112	0	456	544	415	3	0	0	0	0	0	0	0	0	0
40	72	80	59	104	116	0	472	560	431	3	0	0	0	0	0	0	0	0	0
41	75	83	61	108	120	0	488	582	447	3	0	0	0	0	0	0	0	0	0
42	77	85	63	111	123	0	504	598	458	3	0	0	0	0	0	0	0	0	0
43	79	88	65	114	127	0	520	614	474	3	0	0	0	0	0	0	0	0	0
44	82	91	67	118	131	0	536	635	490	3	0	0	0	0	0	0	0	0	0
45	84	94	69	121	135	0	552	652	506	3	0	0	0	0	0	0	0	0	0
46	87	96	71	124	139	0	568	668	517	3	0	0	0	0	0	0	0	0	0
47	90	99	73	128	143	0	584	689	533	3	0	0	0	0	0	0	0	0	0
48	92	102	75	131	147	0	600	705	549	3	0	0	0	0	0	0	0	0	0
49	95	105	77	135	151	0	616	727	565	3	0	0	0	0	0	0	0	0	0
50	97	108	79	139	155	0	632	748	582	3	0	0	0	0	0	0	0	0	0
51	100	111	81	142	159	0	648	765	598	3	0	0	0	0	0	0	0	0	0
52	103	114	83	146	163	0	664	786	614	3	0	0	0	0	0	0	0	0	0
53	105	117	85	150	167	0	680	808	630	3	0	0	0	0	0	0	0	0	0
54	108	120	87	153	171	0	696	824	646	3	0	0	0	0	0	0	0	0	0
55	111	123	89	157	175	0	712	845	662	3	0	0	0	0	0	0	0	0	0
56	114	126	92	161	179	0	736	867	678	3	0	0	0	0	0	0	0	0	0
57	117	129	94	165	184	0	752	888	695	3	0	0	0	0	0	0	0	0	0
58	119	132	96	169	188	0	768	910	711	3	0	0	0	0	0	0	0	0	0
59	122	135	98	172	192	0	784	926	727	4	0	0	0	0	0	0	0	0	0
60	125	139	100	176	197	0	800	948	748	4	0	0	0	0	0	0	0	0	0
61	128	142	103	180	201	0	824	969	765	4	0	0	0	0	0	0	0	0	0
62	131	145	105	184	206	0	840	991	781	4	0	0	0	0	0	0	0	0	0
63	134	148	107	188	210	0	856	1012	797	4	0	0	0	0	0	0	0	0	0
64	137	151	110	192	215	0	880	1034	813	4	0	0	0	0	0	0	0	0	0
65	140	155	112	196	219	0	896	1055	835	4	0	0	0	0	0	0	0	0	0
66	143	158	114	200	224	0	912	1077	851	4	0	0	0	0	0	0	0	0	0
67	146	161	117	205	228	0	936	1104	867	4	0	0	0	0	0	0	0	0	0
68	149	165	119	209	233	0	952	1125	888	4	0	0	0	0	0	0	0	0	0
69	152	168	122	213	238	0	976	1147	905	4	0	0	0	0	0	0	0	0	0
70	155	172	124	217	243	0	992	1168	926	4	0	0	0	0	0	0	0	0	0
71	158	175	126	221	247	0	1008	1190	942	4	0	0	0	0	0	0	0	0	0
72	161	179	129	226	252	0	1032	1217	964	4	0	0	0	0	0	0	0	0	0
73	165	182	131	230	257	0	1048	1238	980	4	0	0	0	0	0	0	0	0	0
74	168	186	134	234	262	0	1072	1260	1002	4	0	0	0	0	0	0	0	0	0
75	171	189	136	239	267	0	1088	1287	1018	5	0	0	0	0	0	0	0	0	0
76	174	193	139	243	272	0	1112	1308	1039	5	0	0	0	0	0	0	0	0	0
77	178	196	141	247	276	0	1128	1330	1055	5	0	0	0	0	0	0	0	0	0
78	181	200	144	252	281	0	1152	1357	1077	5	0	0	0	0	0	0	0	0	0
79	184	204	147	256	286	0	1176	1378	1098	5	0	0	0	0	0	0	0	0	0
80	187	207	149	261	291	0	1192	1405	1115	5	0	0	0	0	0	0	0	0	0
81	191	211	152	265	297	0	1216	1427	1136	5	0	0	0	0	0	0	0	0	0
82	194	215	154	270	302	0	1232	1454	1158	5	0	0	0	0	0	0	0	0	0
83	197	218	157	274	307	0	1256	1475	1174	5	0	0	0	0	0	0	0	0	0
84	201	222	160	279	312	0	1280	1502	1195	5	0	0	0	0	0	0	0	0	0
85	204	226	162	283	317	0	1296	1524	1217	5	0	0	0	0	0	0	0	0	0
86	208	230	165	288	322	0	1320	1551	1238	5	0	0	0	0	0	0	0	0	0
87	211	233	168	293	328	0	1344	1578	1255	5	0	0	0	0	0	0	0	0	0
88	215	237	170	297	333	0	1360	1599	1276	5	0	0	0	0	0	0	0	0	0
89	218	241	173	302	338	0	1384	1626	1298	6	0	0	0	0	0	0	0	0	0
90	221	245	176	307	343	0	1408	1653	1319	6	0	0	0	0	0	0	0	0	0
91	225	249	179	312	349	0	1432	1680	1341	6	0	0	0	0	0	0	0	0	0
92	229	253	181	316	354	0	1448	1702	1362	6	0	0	0	0	0	0	0	0	0
93	232	257	184	321	359	0	1472	1728	1384	6	0	0	0	0	0	0	0	0	0
94	236	260	187	326	365	0	1496	1755	1400	6	0	0	0	0	0	0	0	0	0
95	239	264	190	331	370	0	1520	1782	1422	6	0	0	0	0	0	0	0	0	0
96	243	268	193	336	376	0	1544	1809	1443	6	0	0	0	0	0	0	0	0	0
97	246	272	195	341	381	0	1560	1836	1465	6	0	0	0	0	0	0	0	0	0
98	250	276	198	346	387	0	1584	1863	1486	6	0	0	0	0	0	0	0	0	0
99	254	280	201	351	392	0	1608	1890	1508	6	0	0	0	0	0	0	0	0	0
100	257	285	204	356	398	0	1632	1917	1535	6	0	0	0	0	0	0	0	0	0
101	261	289	207	361	404	0	1656	1944	1556	6	0	0	0	0	0	0	0	0	0
102	265	293	210	366	409	0	1680	1971	1578	6	0	0	0	0	0	0	0	0	0
103	269	297	213	371	415	0	1704	1998	1599	6	0	0	0	0	0	0	0	0	0
104	272	301	216	376	421	0	1728	2025	1621	6	0	0	0	0	0	0	0	0	0
105	276	305	219	381	426	0	1752	2052	1642	6	0	0	0	0	0	0	0	0	0
106	280	309	221	386	432	0	1768	2078	1664	6	0	0	0	0	0	0	0	0	0
107	284	313	224	391	438	0	1792	2105	1685	6	0	0	0	0	0	0	0	0	0
108	287	318	227	396	444	0	1816	2132	1712	6	0	0	0	0	0	0	0	0	0
109	291	322	230	402	450	0	1840	2165	1734	6	0	0	0	0	0	0	0	0	0
110	295	326	233	407	455	0	1864	2192	1755	6	0	0	0	0	0	0	0	0	0
111	299	330	236	412	461	0	1888	2218	1777	6	0	0	0	0	0	0	0	0	0
112	303	335	239	417	467	0	1912	2245	1804	6	0	0	0	0	0	0	0	0	0
113	307	339	243	423	473	0	1944	2278	1825	6	0	0	0	0	0	0	0	0	0
114	311	343	246	428	479	0	1968	2305	1847	6	0	0	0	0	0	0	0	0	0
115	315	348	249	433	485	0	1992	2332	1874	6	0	0	0	0	0	0	0	0	0
116	318	352	252	438	491	0	2016	2358	1895	7	0	0	0	0	0	0	0	0	0
117	322	356	255	444	497	0	2040	2391	1917	7	0	0	0	0	0	0	0	0	0
118	326	361	258	449	503	0	2064	2418	1944	7	0	0	0	0	0	0	0	0	0
119	330	365	261	455	509	0	2088	2450	1965	7	0	0	0	0	0	0	0	0	0
120	334	370	264	460	515	0	2112	2477	1992	7	0	0	0	0	0	0	0	0	0
121	338	374	267	466	521	0	2136	2509	2014	7	0	0	0	0	0	0	0	0	0
377																			
LV	STR	Dex	CON	WIS	INT	CHA	MAX HP	MAX MP	MAX SP	MAX AC	MAX AR	MAX DR	FIRE	WATER	EARTH	AIR	MAGIC	MIN DMG	MAX DMG
1	15	13	13	8	7	0	104	43	70	3	0	0	0	0	0	0	0	0	0
2	16	14	14	9	8	0	112	48	75	3	0	0	0	0	0	0	0	0	0
3	17	15	15	9	8	0	120	48	81	3	0	0	0	0	0	0	0	0	0
4	18	16	15	9	9	0	120	48	86	3	0	0	0	0	0	0	0	0	0
5	19	17	16	10	10	0	128	54	92	3	0	0	0	0	0	0	0	0	0
6	20	19	17	11	10	0	136	59	102	3	0	0	0	0	0	0	0	0	0
7	22	20	19	11	11	0	152	59	108	3	0	0	0	0	0	0	0	0	0
8	23	22	20	12	12	0	160	65	118	3	0	0	0	0	0	0	0	0	0
9	25	23	21	13	13	0	168	70	124	3	0	0	0	0	0	0	0	0	0
10	26	25	22	14	14	0	176	75	135	3	0	0	0	0	0	0	0	0	0
11	28	27	24	14	15	0	192	75	145	3	0	0	0	0	0	0	0	0	0
12	30	29	25	15	17	0	200	81	156	3	0	0	0	0	0	0	0	0	0
13	32	31	27	16	18	0	216	86	167	3	0	0	0	0	0	0	0	0	0
14	34	33	28	17	19	0	224	92	178	3	0	0	0	0	0	0	0	0	0
15	36	35	30	18	20	0	240	97	188	4	0	0	0	0	0	0	0	0	0
16	38	37	32	19	22	0	256	102	199	4	0	0	0	0	0	0	0	0	0
17	40	40	33	20	23	0	264	108	215	4	0	0	0	0	0	0	0	0	0
18	42	42	35	21	24	0	280	113	226	4	0	0	0	0	0	0	0	0	0
19	44	44	37	22	26	0	296	118	237	4	0	0	0	0	0	0	0	0	0
20	46	47	39	24	27	0	312	129	253	4	0	0	0	0	0	0	0	0	0
21	49	49	41	25	29	0	328	135	264	4	0	0	0	0	0	0	0	0	0
