lottery_box_tid	pot_Item_tid	min_stack	max_stack	percent
4908	4068	1	1	15
4908	4069	1	1	15
4908	4070	1	1	15
4908	4071	1	1	15
4908	4072	1	1	15
4908	4743	1	1	15
4908	4744	1	1	15
4908	1957	1	1	25
4908	1959	1	1	25
4908	2219	1	1	25
4908	1962	1	1	25
4908	1964	1	1	25
4908	3298	1	1	25
4908	3302	1	1	25
4908	3305	1	1	25
4908	3308	1	1	25
4908	5247	1	1	25
4908	464	1	5	10
4908	468	1	5	10
4908	589	1	5	10
4908	592	1	5	10
4908	595	1	5	10
4908	599	1	5	10
4908	470	1	5	10
4908	472	1	5	10
4908	475	1	5	10
4908	481	1	5	10
4908	601	1	5	10
4908	841	1	5	10
4908	1170	1	5	10
4908	1173	1	5	10
4908	604	1	5	10
4908	607	1	5	10
4908	610	1	5	10
4908	614	1	5	10
4908	617	1	5	10
4908	1125	50	99	20
4908	1126	50	99	20
4908	1127	50	99	20
4908	202	1	10	30
4908	244	1	10	20
4908	245	1	10	10
4908	246	1	10	5
4908	200	1	10	30
4908	252	1	10	20
4908	253	1	10	10
4908	254	1	10	5
4908	204	1	10	30
4908	256	1	10	20
4908	257	1	10	10
4908	258	1	10	5
4908	201	1	10	30
4908	260	1	10	20
4908	261	1	10	10
4908	262	1	10	5
4908	203	1	10	30
4908	264	1	10	20
4908	265	1	10	10
4908	266	1	10	5
4908	4772	50	99	10
4908	4773	50	99	10
4908	4774	50	99	10
4908	4778	1	10	10
4908	4779	1	10	10
4908	4780	1	10	10
4908	4781	1	10	10
4908	4782	1	10	10
4908	4783	1	10	10
4908	4784	1	10	10
4908	4785	1	10	10
4908	4786	1	10	10
4908	4787	1	10	10
4908	4788	1	10	10
4908	4789	1	10	10
4908	4790	1	10	10
4908	4791	1	10	10
4908	4792	1	10	10
4908	4793	1	10	10
4908	4794	1	10	10
4908	4795	1	10	10
4908	4796	1	10	10
4908	4797	1	10	10
4908	486	10	20	100
4908	nothing	0	0	0
4909	2903	1	1	25
4909	2905	1	1	25
4909	2906	1	1	25
4909	2907	1	1	25
4909	2913	1	1	25
4909	2915	1	1	25
4909	2916	1	1	25
4909	2917	1	1	25
4909	2928	1	1	25
4909	2930	1	1	25
4909	2931	1	1	25
4909	2932	1	1	25
4909	2963	1	1	25
4909	2943	1	1	25
4909	2945	1	1	25
4909	2946	1	1	25
4909	2947	1	1	25
4909	2971	1	1	25
4909	2966	1	1	25
4909	2968	1	1	25
4909	2969	1	1	25
4909	2970	1	1	25
4909	3635	1	1	25
4909	3630	1	1	25
4909	3632	1	1	25
4909	3633	1	1	25
4909	3634	1	1	25
4909	3653	1	1	25
4909	3648	1	1	25
4909	3650	1	1	25
4909	3651	1	1	25
4909	3652	1	1	25
4909	3676	1	1	25
4909	3666	1	1	25
4909	3668	1	1	25
4909	3669	1	1	25
4909	3670	1	1	25
4909	3870	1	1	25
4909	3865	1	1	25
4909	3867	1	1	25
4909	3868	1	1	25
4909	3869	1	1	25
4909	5196	1	1	25
4909	5197	1	1	25
4909	5199	1	1	25
4909	5198	1	1	25
4909	5200	1	1	25
4909	2918	1	1	15
4909	2920	1	1	15
4909	2921	1	1	15
4909	2922	1	1	15
4909	2933	1	1	15
4909	2935	1	1	15
4909	2936	1	1	15
4909	2937	1	1	15
4909	2964	1	1	15
4909	2948	1	1	15
4909	2950	1	1	15
4909	2951	1	1	15
4909	2952	1	1	15
4909	2977	1	1	15
4909	2972	1	1	15
4909	2974	1	1	15
4909	2975	1	1	15
4909	2976	1	1	15
4909	3641	1	1	15
4909	3636	1	1	15
4909	3638	1	1	15
4909	3639	1	1	15
4909	3640	1	1	15
4909	3659	1	1	15
4909	3654	1	1	15
4909	3656	1	1	15
4909	3657	1	1	15
4909	3658	1	1	15
4909	3677	1	1	15
4909	3671	1	1	15
4909	3673	1	1	15
4909	3674	1	1	15
4909	3675	1	1	15
4909	3876	1	1	15
4909	3871	1	1	15
4909	3873	1	1	15
4909	3874	1	1	15
4909	3875	1	1	15
4909	5201	1	1	15
4909	5202	1	1	15
4909	5204	1	1	15
4909	5203	1	1	15
4909	5205	1	1	15
4909	5531	1	1	15
4909	5532	1	1	15
4909	5533	1	1	15
4909	5534	1	1	15
4909	5535	1	1	15
4909	4299	1	1	5
4909	4300	1	1	5
4909	4301	1	1	5
4909	4302	1	1	5
4909	4303	1	1	5
4909	4304	1	1	5
4909	4305	1	1	5
4909	4306	1	1	5
4909	4307	1	1	5
4909	4308	1	1	5
4909	4309	1	1	5
4909	4310	1	1	5
4909	4311	1	1	5
4909	4316	1	1	5
4909	4312	1	1	5
4909	4313	1	1	5
4909	4314	1	1	5
4909	4315	1	1	5
4909	4321	1	1	5
4909	4317	1	1	5
4909	4318	1	1	5
4909	4319	1	1	5
4909	4320	1	1	5
4909	4326	1	1	5
4909	4322	1	1	5
4909	4323	1	1	5
4909	4324	1	1	5
4909	4325	1	1	5
4909	4331	1	1	5
4909	4327	1	1	5
4909	4328	1	1	5
4909	4329	1	1	5
4909	4330	1	1	5
4909	4399	1	1	5
4909	4395	1	1	5
4909	4396	1	1	5
4909	4397	1	1	5
4909	4398	1	1	5
4909	5284	1	1	5
4909	5285	1	1	5
4909	5287	1	1	5
4909	5286	1	1	5
4909	5288	1	1	5
4909	5631	1	1	5
4909	5632	1	1	5
4909	5633	1	1	5
4909	5634	1	1	5
4909	5635	1	1	5
4909	2728	1	1	70
4909	2730	1	1	70
4909	2733	1	1	70
4909	2736	1	1	70
4909	2739	1	1	70
4909	2742	1	1	70
4909	3733	1	1	70
4909	3736	1	1	70
4909	3739	1	1	70
4909	3742	1	1	70
4909	5249	1	1	70
4909	4073	1	1	15
4909	4074	1	1	15
4909	4075	1	1	15
4909	4076	1	1	15
4909	4077	1	1	15
4909	4078	1	1	15
4909	4079	1	1	15
4909	4080	1	1	15
4909	4745	1	1	15
4909	4746	1	1	15
4909	2731	1	1	15
4909	2734	1	1	15
4909	2737	1	1	15
4909	2740	1	1	15
4909	2743	1	1	15
4909	3734	1	1	15
4909	3737	1	1	15
4909	3740	1	1	15
4909	3743	1	1	15
4909	5250	1	1	15
4909	1933	1	1	50
4909	538	1	1	50
4909	1046	1	1	50
4909	1934	1	1	50
4909	1936	1	1	50
4909	1938	1	1	50
4909	3261	1	1	50
4909	3264	1	1	50
4909	3267	1	1	50
4909	3270	1	1	50
4909	5237	1	1	50
4909	4041	1	1	15
4909	4042	1	1	15
4909	4043	1	1	15
4909	4044	1	1	15
4909	4045	1	1	15
4909	4046	1	1	15
4909	4047	1	1	15
4909	4048	1	1	15
4909	4594	1	1	15
4909	4595	1	1	15
4909	537	1	1	25
4909	839	1	1	25
4909	1935	1	1	25
4909	1937	1	1	25
4909	1939	1	1	25
4909	3262	1	1	25
4909	3265	1	1	25
4909	3268	1	1	25
4909	3271	1	1	25
4909	5238	1	1	25
4909	464	1	5	10
4909	468	1	5	10
4909	589	1	5	10
4909	592	1	5	10
4909	595	1	5	10
4909	599	1	5	10
4909	470	1	5	10
4909	472	1	5	10
4909	475	1	5	10
4909	481	1	5	10
4909	601	1	5	10
4909	841	1	5	10
4909	1170	1	5	10
4909	1173	1	5	10
4909	604	1	5	10
4909	607	1	5	10
4909	610	1	5	10
4909	614	1	5	10
4909	617	1	5	10
4909	1125	50	99	20
4909	1126	50	99	20
4909	1127	50	99	20
4909	202	1	10	30
4909	244	1	10	20
4909	245	1	10	10
4909	246	1	10	5
4909	200	1	10	30
4909	252	1	10	20
4909	253	1	10	10
4909	254	1	10	5
4909	204	1	10	30
4909	256	1	10	20
4909	257	1	10	10
4909	258	1	10	5
4909	201	1	10	30
4909	260	1	10	20
4909	261	1	10	10
4909	262	1	10	5
4909	203	1	10	30
4909	264	1	10	20
4909	265	1	10	10
4909	266	1	10	5
4909	4772	50	99	10
4909	4773	50	99	10
4909	4774	50	99	10
4909	4778	1	10	10
4909	4779	1	10	10
4909	4780	1	10	10
4909	4781	1	10	10
4909	4782	1	10	10
4909	4783	1	10	10
4909	4784	1	10	10
4909	4785	1	10	10
4909	4786	1	10	10
4909	4787	1	10	10
4909	4788	1	10	10
4909	4789	1	10	10
4909	4790	1	10	10
4909	4791	1	10	10
4909	4792	1	10	10
4909	4793	1	10	10
4909	4794	1	10	10
4909	4795	1	10	10
4909	4796	1	10	10
4909	4797	1	10	10
4909	486	10	20	100
4909	nothing	0	0	0
4910	2848	1	1	25
4910	2850	1	1	25
4910	2851	1	1	25
4910	2852	1	1	25
4910	2858	1	1	25
4910	2860	1	1	25
4910	2861	1	1	25
4910	2862	1	1	25
4910	2873	1	1	25
4910	2875	1	1	25
4910	2876	1	1	25
4910	2877	1	1	25
4910	2960	1	1	25
4910	2888	1	1	25
4910	2890	1	1	25
4910	2891	1	1	25
4910	2892	1	1	25
4910	2983	1	1	25
4910	2978	1	1	25
4910	2980	1	1	25
4910	2981	1	1	25
4910	2982	1	1	25
4910	3689	1	1	25
4910	3684	1	1	25
4910	3686	1	1	25
4910	3687	1	1	25
4910	3688	1	1	25
4910	3707	1	1	25
4910	3702	1	1	25
4910	3704	1	1	25
4910	3705	1	1	25
4910	3706	1	1	25
4910	3725	1	1	25
4910	3720	1	1	25
4910	3722	1	1	25
4910	3723	1	1	25
4910	3724	1	1	25
4910	3888	1	1	25
4910	3883	1	1	25
4910	3885	1	1	25
4910	3886	1	1	25
4910	3887	1	1	25
4910	5211	1	1	25
4910	5212	1	1	25
4910	5214	1	1	25
4910	5213	1	1	25
4910	5215	1	1	25
4910	2863	1	1	15
4910	2865	1	1	15
4910	2866	1	1	15
4910	2867	1	1	15
4910	2878	1	1	15
4910	2880	1	1	15
4910	2881	1	1	15
4910	2882	1	1	15
4910	2961	1	1	15
4910	2893	1	1	15
4910	2895	1	1	15
4910	2896	1	1	15
4910	2897	1	1	15
4910	2989	1	1	15
4910	2984	1	1	15
4910	2986	1	1	15
4910	2987	1	1	15
4910	2988	1	1	15
4910	3695	1	1	15
4910	3690	1	1	15
4910	3692	1	1	15
4910	3693	1	1	15
4910	3694	1	1	15
4910	3713	1	1	15
4910	3708	1	1	15
4910	3710	1	1	15
4910	3711	1	1	15
4910	3712	1	1	15
4910	3731	1	1	15
4910	3726	1	1	15
4910	3728	1	1	15
4910	3729	1	1	15
4910	3730	1	1	15
4910	3894	1	1	15
4910	3889	1	1	15
4910	3891	1	1	15
4910	3892	1	1	15
4910	3893	1	1	15
4910	5216	1	1	15
4910	5217	1	1	15
4910	5219	1	1	15
4910	5218	1	1	15
4910	5220	1	1	15
4910	5536	1	1	15
4910	5537	1	1	15
4910	5538	1	1	15
4910	5539	1	1	15
4910	5540	1	1	15
4910	4332	1	1	5
4910	4333	1	1	5
4910	4334	1	1	5
4910	4335	1	1	5
4910	4336	1	1	5
4910	4337	1	1	5
4910	4338	1	1	5
4910	4339	1	1	5
4910	4340	1	1	5
4910	4341	1	1	5
4910	4342	1	1	5
4910	4343	1	1	5
4910	4344	1	1	5
4910	4349	1	1	5
4910	4345	1	1	5
4910	4346	1	1	5
4910	4347	1	1	5
4910	4348	1	1	5
4910	4354	1	1	5
4910	4350	1	1	5
4910	4351	1	1	5
4910	4352	1	1	5
4910	4353	1	1	5
4910	4359	1	1	5
4910	4355	1	1	5
4910	4356	1	1	5
4910	4357	1	1	5
4910	4358	1	1	5
4910	4364	1	1	5
4910	4360	1	1	5
4910	4361	1	1	5
4910	4362	1	1	5
4910	4363	1	1	5
4910	4404	1	1	5
4910	4400	1	1	5
4910	4401	1	1	5
4910	4402	1	1	5
4910	4403	1	1	5
4910	5289	1	1	5
4910	5290	1	1	5
4910	5292	1	1	5
4910	5291	1	1	5
4910	5293	1	1	5
4910	5636	1	1	5
4910	5637	1	1	5
4910	5638	1	1	5
4910	5639	1	1	5
4910	5640	1	1	5
4910	2712	1	1	50
4910	2714	1	1	50
4910	2717	1	1	50
4910	2720	1	1	50
4910	2723	1	1	50
4910	2726	1	1	50
4910	3745	1	1	50
4910	3748	1	1	50
4910	3751	1	1	50
4910	3754	1	1	50
4910	5252	1	1	50
4910	4081	1	1	15
4910	4082	1	1	15
4910	4083	1	1	15
4910	4084	1	1	15
4910	4085	1	1	15
4910	4086	1	1	15
4910	4087	1	1	15
4910	4088	1	1	15
4910	4747	1	1	15
4910	4748	1	1	15
4910	2715	1	1	25
4910	2718	1	1	25
4910	2721	1	1	25
4910	2724	1	1	25
4910	2990	1	1	25
4910	3746	1	1	25
4910	3749	1	1	25
4910	3752	1	1	25
4910	3755	1	1	25
4910	5253	1	1	25
4910	1047	1	1	50
4910	1950	1	1	50
4910	551	1	1	50
4910	552	1	1	50
4910	1953	1	1	50
4910	1955	1	1	50
4910	3285	1	1	50
4910	3288	1	1	50
4910	3291	1	1	50
4910	3294	1	1	50
4910	5243	1	1	50
4910	4057	1	1	15
4910	4058	1	1	15
4910	4059	1	1	15
4910	4060	1	1	15
4910	4061	1	1	15
4910	4062	1	1	15
4910	4063	1	1	15
4910	4064	1	1	15
4910	4598	1	1	15
4910	4599	1	1	15
4910	1951	1	1	25
4910	838	1	1	25
4910	1952	1	1	25
4910	1954	1	1	25
4910	1956	1	1	25
4910	3286	1	1	25
4910	3289	1	1	25
4910	3292	1	1	25
4910	3295	1	1	25
4910	5244	1	1	25
4910	464	1	5	10
4910	468	1	5	10
4910	589	1	5	10
4910	592	1	5	10
4910	595	1	5	10
4910	599	1	5	10
4910	470	1	5	10
4910	472	1	5	10
4910	475	1	5	10
4910	481	1	5	10
4910	601	1	5	10
4910	841	1	5	10
4910	1170	1	5	10
4910	1173	1	5	10
4910	604	1	5	10
4910	607	1	5	10
4910	610	1	5	10
4910	614	1	5	10
4910	617	1	5	10
4910	1125	50	99	20
4910	1126	50	99	20
4910	1127	50	99	20
4910	202	1	10	30
4910	244	1	10	20
4910	245	1	10	10
4910	246	1	10	5
4910	200	1	10	30
4910	252	1	10	20
4910	253	1	10	10
4910	254	1	10	5
4910	204	1	10	30
4910	256	1	10	20
4910	257	1	10	10
4910	258	1	10	5
4910	201	1	10	30
4910	260	1	10	20
4910	261	1	10	10
4910	262	1	10	5
4910	203	1	10	30
4910	264	1	10	20
4910	265	1	10	10
4910	266	1	10	5
4910	4772	50	99	10
4910	4773	50	99	10
4910	4774	50	99	10
4910	4778	1	10	10
4910	4779	1	10	10
4910	4780	1	10	10
4910	4781	1	10	10
4910	4782	1	10	10
4910	4783	1	10	10
4910	4784	1	10	10
4910	4785	1	10	10
4910	4786	1	10	10
4910	4787	1	10	10
4910	4788	1	10	10
4910	4789	1	10	10
4910	4790	1	10	10
4910	4791	1	10	10
4910	4792	1	10	10
4910	4793	1	10	10
4910	4794	1	10	10
4910	4795	1	10	10
4910	4796	1	10	10
4910	4797	1	10	10
4910	486	10	20	100
4910	nothing	0	0	0
4988	190	1	10	5000
4988	588	1	2	5000
4988	nothing	0	0	0
4989	193	1	10	5000
4989	591	1	2	5000
4989	nothing	0	0	0
4990	232	1	10	5000
4990	264	1	2	5000
4990	nothing	0	0	0
4991	234	1	10	6000
4991	244	1	2	2000
4991	252	1	2	2000
4991	nothing	0	0	0
4992	233	1	10	6000
4992	260	1	2	2000
4992	256	1	2	2000
4992	nothing	0	0	0
4993	235	1	10	4000
4993	265	1	1	2000
4993	261	1	1	2000
4993	469	1	1	2000
4993	nothing	0	0	0
4994	3498	1	10	4000
4994	245	1	1	2000
4994	253	1	1	2000
4994	1845	1	1	2000
4994	nothing	0	0	0
4995	1125	1	10	4000
4995	4772	1	5	2000
4995	257	1	1	2000
4995	1841	1	1	2000
4995	nothing	0	0	0
4996	1126	1	10	2800
4996	4773	1	5	200
4996	1843	1	1	2700
4996	4751	1	1	2800
4996	4800	1	1	1500
4996	nothing	0	0	0
4997	1127	1	10	3300
4997	4774	1	5	110
4997	1853	1	1	3300
4997	4750	1	1	3290
4997	nothing	0	0	0
6242	6243	1	1	640
6242	6244	1	1	640
6242	6245	1	1	640
6242	6246	1	1	640
6242	4607	1	1	640
6242	4571	1	1	640
6242	6225	1	1	550
6242	6229	1	1	550
6242	6233	1	1	550
6242	6237	1	1	550
6242	6247	1	1	550
6242	6251	1	1	550
6242	6226	1	1	240
6242	6234	1	1	240
6242	6238	1	1	240
6242	6230	1	1	240
6242	6248	1	1	240
6242	6252	1	1	240
6242	6227	1	1	106
6242	6231	1	1	106
6242	6235	1	1	106
6242	6239	1	1	106
6242	6249	1	1	106
6242	6253	1	1	106
6242	6228	1	1	100
6242	6232	1	1	100
6242	6236	1	1	100
6242	6240	1	1	100
6242	6250	1	1	100
6242	6254	1	1	100
6242	6241	1	1	184
6242	nothing	0	0	0
7413	1172	1	5	1500
7413	1173	1	5	500
7413	600	1	5	1500
7413	601	1	5	500
7413	266	1	5	1200
7413	246	1	5	1200
7413	262	1	5	1200
7413	254	1	5	1200
7413	258	1	5	1200
7413	nothing	0	0	0
6087	6285	1	1	1667
6087	6286	1	1	1666
6087	6287	1	1	1667
6087	6288	1	1	1666
6087	6289	1	1	1667
6087	6290	1	1	1667
6087	nothing	0	0	0
6088	6291	1	1	1667
6088	6292	1	1	1666
6088	6293	1	1	1667
6088	6294	1	1	1666
6088	6295	1	1	1667
6088	6296	1	1	1667
6088	nothing	0	0	0
6089	6297	1	1	1667
6089	6298	1	1	1666
6089	6299	1	1	1667
6089	6300	1	1	1666
6089	6301	1	1	1667
6089	6302	1	1	1667
6089	nothing	0	0	0
6090	6303	1	1	1667
6090	6304	1	1	1666
6090	6305	1	1	1667
6090	6306	1	1	1666
6090	6307	1	1	1667
6090	6308	1	1	1667
6090	nothing	0	0	0
6106	6309	1	1	1667
6106	6310	1	1	1666
6106	6311	1	1	1667
6106	6312	1	1	1666
6106	6313	1	1	1667
6106	6314	1	1	1667
6106	nothing	0	0	0
6107	6315	1	1	1667
6107	6316	1	1	1666
6107	6317	1	1	1667
6107	6318	1	1	1666
6107	6319	1	1	1667
6107	6320	1	1	1667
6107	nothing	0	0	0
6110	6333	1	1	1667
6110	6334	1	1	1666
6110	6335	1	1	1667
6110	6336	1	1	1666
6110	6337	1	1	1667
6110	6338	1	1	1667
6110	nothing	0	0	0
6108	6321	1	1	1667
6108	6322	1	1	1666
6108	6323	1	1	1667
6108	6324	1	1	1666
6108	6325	1	1	1667
6108	6326	1	1	1667
6108	nothing	0	0	0
6109	6327	1	1	1667
6109	6328	1	1	1666
6109	6329	1	1	1667
6109	6330	1	1	1666
6109	6331	1	1	1667
6109	6332	1	1	1667
6109	nothing	0	0	0
9807	266	10	20	1180
9807	246	10	20	1180
9807	262	10	20	1180
9807	254	10	20	1180
9807	258	10	20	1180
9807	464	2	8	1180
9807	472	2	8	1180
9807	1170	2	8	1180
9807	486	10	50	560
9807	nothing	0	0	0
10374	10300	1	1	10
10374	10325	1	1	50
10374	7568	1	1	12
10374	7578	1	1	12
10374	7588	1	1	12
10374	7598	1	1	12
10374	7608	1	1	13
10374	7618	1	1	13
10374	7628	1	1	13
10374	7638	1	1	13
10374	10331	1	1	150
10374	6184	10	10	200
10374	6185	10	10	200
10374	6186	10	10	200
10374	6187	10	10	200
10374	6188	10	10	200
10374	1846	7777	7777	149
10374	10332	1	1	344
10374	6184	5	5	313
10374	6185	5	5	313
10374	6186	5	5	313
10374	6187	5	5	313
10374	6188	5	5	313
10374	842	5	5	313
10374	10334	1	1	1155
10374	10333	1	1	1002
10374	1846	777	777	1002
10374	10335	1	1	1002
10374	10336	1	1	1002
10374	842	1	1	1156
10374	nothing	0	0	0
10375	10339	1	1	30
10375	12118	1	1	30
10375	10337	1	1	300
10375	11580	1	1	220
10375	11581	1	1	220
10375	11582	1	1	220
10375	11082	999	999	200
10375	11789	3	3	190
10375	11790	3	3	190
10375	11791	3	3	190
10375	11792	3	3	190
10375	11793	3	3	190
10375	11794	3	3	190
10375	11795	3	3	190
10375	11796	3	3	190
10375	11797	3	3	190
10375	11798	3	3	190
10375	11799	3	3	190
10375	6184	5	5	350
10375	6185	5	5	350
10375	6186	5	5	350
10375	6187	5	5	350
10375	6188	5	5	350
10375	1846	7777	7777	540
10375	11081	999	999	600
10375	11085	999	999	600
10375	11084	999	999	600
10375	246	4	4	520
10375	254	4	4	520
10375	258	4	4	520
10375	262	4	4	520
10375	266	4	4	520
10375	nothing	0	0	0
10376	10340	1	1	30
10376	12118	1	1	30
10376	10338	1	1	300
10376	11580	1	1	220
10376	11581	1	1	220
10376	11582	1	1	220
10376	11082	999	999	200
10376	11789	3	3	190
10376	11790	3	3	190
10376	11791	3	3	190
10376	11792	3	3	190
10376	11793	3	3	190
10376	11794	3	3	190
10376	11795	3	3	190
10376	11796	3	3	190
10376	11797	3	3	190
10376	11798	3	3	190
10376	11799	3	3	190
10376	6184	5	5	350
10376	6185	5	5	350
10376	6186	5	5	350
10376	6187	5	5	350
10376	6188	5	5	350
10376	1846	7777	7777	540
10376	11081	999	999	600
10376	11085	999	999	600
10376	11084	999	999	600
10376	246	4	4	520
10376	254	4	4	520
10376	258	4	4	520
10376	262	4	4	520
10376	266	4	4	520
10376	nothing	0	0	0
10377	10343	1	1	30
10377	12118	1	1	30
10377	10341	1	1	300
10377	11583	1	1	220
10377	11584	1	1	220
10377	11585	1	1	220
10377	11082	999	999	200
10377	11789	3	3	190
10377	11790	3	3	190
10377	11791	3	3	190
10377	11792	3	3	190
10377	11793	3	3	190
10377	11794	3	3	190
10377	11795	3	3	190
10377	11796	3	3	190
10377	11797	3	3	190
10377	11798	3	3	190
10377	11799	3	3	190
10377	6184	5	5	350
10377	6185	5	5	350
10377	6186	5	5	350
10377	6187	5	5	350
10377	6188	5	5	350
10377	1846	7777	7777	540
10377	11081	999	999	600
10377	11085	999	999	600
10377	11084	999	999	600
10377	246	4	4	520
10377	254	4	4	520
10377	258	4	4	520
10377	262	4	4	520
10377	266	4	4	520
10377	nothing	0	0	0
10378	10344	1	1	30
10378	12118	1	1	30
10378	10342	1	1	300
10378	11583	1	1	220
10378	11584	1	1	220
10378	11585	1	1	220
10378	11082	999	999	200
10378	11789	3	3	190
10378	11790	3	3	190
10378	11791	3	3	190
10378	11792	3	3	190
10378	11793	3	3	190
10378	11794	3	3	190
10378	11795	3	3	190
10378	11796	3	3	190
10378	11797	3	3	190
10378	11798	3	3	190
10378	11799	3	3	190
10378	6184	5	5	350
10378	6185	5	5	350
10378	6186	5	5	350
10378	6187	5	5	350
10378	6188	5	5	350
10378	1846	7777	7777	540
10378	11081	999	999	600
10378	11085	999	999	600
10378	11084	999	999	600
10378	246	4	4	520
10378	254	4	4	520
10378	258	4	4	520
10378	262	4	4	520
10378	266	4	4	520
10378	nothing	0	0	0
10379	10347	1	1	30
10379	12118	1	1	30
10379	10345	1	1	300
10379	11586	1	1	220
10379	11587	1	1	220
10379	11588	1	1	220
10379	11082	999	999	200
10379	11789	3	3	190
10379	11790	3	3	190
10379	11791	3	3	190
10379	11792	3	3	190
10379	11793	3	3	190
10379	11794	3	3	190
10379	11795	3	3	190
10379	11796	3	3	190
10379	11797	3	3	190
10379	11798	3	3	190
10379	11799	3	3	190
10379	6184	5	5	350
10379	6185	5	5	350
10379	6186	5	5	350
10379	6187	5	5	350
10379	6188	5	5	350
10379	1846	7777	7777	540
10379	11081	999	999	600
10379	11085	999	999	600
10379	11084	999	999	600
10379	246	4	4	520
10379	254	4	4	520
10379	258	4	4	520
10379	262	4	4	520
10379	266	4	4	520
10379	nothing	0	0	0
10380	10348	1	1	30
10380	12118	1	1	30
10380	10346	1	1	300
10380	11586	1	1	220
10380	11587	1	1	220
10380	11588	1	1	220
10380	11082	999	999	200
10380	11789	3	3	190
10380	11790	3	3	190
10380	11791	3	3	190
10380	11792	3	3	190
10380	11793	3	3	190
10380	11794	3	3	190
10380	11795	3	3	190
10380	11796	3	3	190
10380	11797	3	3	190
10380	11798	3	3	190
10380	11799	3	3	190
10380	6184	5	5	350
10380	6185	5	5	350
10380	6186	5	5	350
10380	6187	5	5	350
10380	6188	5	5	350
10380	1846	7777	7777	540
10380	11081	999	999	600
10380	11085	999	999	600
10380	11084	999	999	600
10380	246	4	4	520
10380	254	4	4	520
10380	258	4	4	520
10380	262	4	4	520
10380	266	4	4	520
10380	nothing	0	0	0
4582	13289	1	1	1200
4582	1008	3	5	1200
4582	1009	3	5	1200
4582	7082	1	1	1200
4582	1173	3	5	1200
4582	1892	3	5	1200
4582	1862	3	5	1200
4582	486	5	15	1200
4582	3909	1	1	300
4582	3947	1	1	100
4582	nothing	0	0	0
12109	12110	1	1	4000
12109	12111	1	1	3500
12109	12112	1	1	1400
12109	12113	1	1	700
12109	12114	1	1	300
12109	12115	1	1	100
12109	nothing	0	0	0
9141	9040	1	1	4000
9141	9041	1	1	3500
9141	9042	1	1	1400
9141	9043	1	1	700
9141	9044	1	1	300
9141	9045	1	1	100
9141	nothing	0	0	0
9142	9048	1	1	4000
9142	9049	1	1	3500
9142	9050	1	1	1400
9142	9051	1	1	700
9142	9052	1	1	300
9142	9053	1	1	100
9142	nothing	0	0	0
9056	9069	1	1	159
9056	9070	1	1	159
9056	9071	1	1	159
9056	9072	1	1	159
9056	9073	1	1	159
9056	9074	1	1	159
9056	9075	1	1	164
9056	9076	1	1	165
9056	9077	1	1	167
9056	9078	1	1	168
9056	9079	1	1	169
9056	9080	1	1	170
9056	9081	1	1	171
9056	9082	1	1	172
9056	9083	1	1	173
9056	9084	1	1	174
9056	9085	1	1	175
9056	9086	1	1	176
9056	9087	1	1	177
9056	9088	1	1	178
9056	9089	1	1	179
9056	9090	1	1	180
9056	9091	1	1	181
9056	9092	1	1	182
9056	9093	1	1	183
9056	9094	1	1	184
9056	9095	1	1	185
9056	9096	1	1	186
9056	9097	1	1	187
9056	9098	1	1	188
9056	9099	1	1	189
9056	9100	1	1	190
9056	9101	1	1	191
9056	9102	1	1	192
9056	9103	1	1	193
9056	9104	1	1	194
9056	9105	1	1	195
9056	9106	1	1	196
9056	9107	1	1	197
9056	9108	1	1	198
9056	9109	1	1	199
9056	9110	1	1	200
9056	9111	1	1	201
9056	9112	1	1	202
9056	9113	1	1	203
9056	9114	1	1	204
9056	9115	1	1	205
9056	9116	1	1	206
9056	9117	1	1	207
9056	9118	1	1	208
9056	9119	1	1	209
9056	9120	1	1	210
9056	9121	1	1	211
9056	9122	1	1	212
9056	nothing	0	0	0
9060	9123	1	1	5000
9060	9132	1	1	5000
9060	nothing	0	0	0
9061	9124	1	1	5000
9061	9133	1	1	5000
9061	nothing	0	0	0
9062	9125	1	1	5000
9062	9134	1	1	5000
9062	nothing	0	0	0
9063	9126	1	1	5000
9063	9135	1	1	5000
9063	nothing	0	0	0
9064	9127	1	1	5000
9064	9136	1	1	5000
9064	nothing	0	0	0
9065	9128	1	1	5000
9065	9137	1	1	5000
9065	nothing	0	0	0
9066	9129	1	1	5000
9066	9138	1	1	5000
9066	nothing	0	0	0
9067	9130	1	1	5000
9067	9139	1	1	5000
9067	nothing	0	0	0
9068	9131	1	1	5000
9068	9140	1	1	5000
9068	nothing	0	0	0
12285	7501	3	4	1200
12285	7502	3	4	1200
12285	7503	3	4	1200
12285	7504	3	4	1200
12285	7505	3	4	1200
12285	7506	3	4	1200
12285	12285	1	1	1000
12285	12286	1	1	900
12285	12287	1	1	900
12285	nothing	0	0	0
12286	7507	2	3	950
12286	7508	2	3	950
12286	7509	2	3	950
12286	7510	2	3	950
12286	7511	2	3	950
12286	7512	2	3	950
12286	7513	2	3	950
12286	7514	2	3	950
12286	12285	1	1	750
12286	12286	1	1	900
12286	12287	1	1	750
12286	nothing	0	0	0
12287	7515	1	2	750
12287	7516	1	2	750
12287	7517	1	2	750
12287	7518	1	2	750
12287	7519	1	2	750
12287	7520	1	2	750
12287	7521	1	2	750
12287	7522	1	2	750
12287	7523	1	2	750
12287	7524	1	2	750
12287	12285	1	1	800
