TID	이름	설명
11868	Santa Claus Suit of Heaven <Sorcerer - 14 days>	A Heavenly Santa Outfit for Sorcerers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Heavenly Santa Clause Suit <Sorcerer>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11869	Santa Claus Suit of Heaven <Sorcerer - 30 days>	A Heavenly Santa Outfit for Sorcerers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Heavenly Santa Clause Suit <Sorcerer>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11870	Santa Claus Suit of Heaven <Swashbuckler - 14 days>	A Heavenly Santa Outfit for Swashbucklers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Heavenly Santa Clause Suit <Swashbuckler>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11871	Santa Claus Suit of Heaven <Swashbuckler - 30 days>	A Heavenly Santa Outfit for Swashbucklers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Heavenly Santa Clause Suit <Swashbuckler>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11872	Santa Claus Suit of Heaven <Ranger - 14 days>	A Heavenly Santa Outfit for Rangers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Heavenly Santa Clause Suit <Ranger>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11873	Santa Claus Suit of Heaven <Ranger - 30 days>	A Heavenly Santa Outfit for Rangers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Heavenly Santa Clause Suit <Ranger>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11874	Santa Claus Suit of Heaven <Elementalist - 14 days>	A Heavenly Santa Outfit for Elementalists\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Heavenly Santa Clause Suit <Elementalist>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11875	Santa Claus Suit of Heaven <Elementalist - 30 days>	A Heavenly Santa Outfit for Elementalists\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Heavenly Santa Clause Suit <Elementalist>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11876	Santa Claus Suit of Heaven <DragonScion - 14 days>	A Heavenly Santa Outfit for DragonScions\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Heavenly Santa Clause Suit <DragonScion>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11877	Santa Claus Suit of Heaven <DragonScion - 30 days>	A Heavenly Santa Outfit for DragonScions\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Heavenly Santa Clause Suit <DragonScion>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11878	Swimsuit from Hell <Knight - 14 days>	A Swimsuit from Hell for Knights\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Swimsuit from Hell <Knight>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11879	Swimsuit from Hell <Knight - 30 days>	A Swimsuit from Hell for Knights\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Swimsuit from Hell <Knight>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11880	Swimsuit from Hell <Archer - 14 days>	A Swimsuit from Hell for Archers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Swimsuit from Hell <Archer>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11881	Swimsuit from Hell <Archer - 30 days>	A Swimsuit from Hell for Archers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Swimsuit from Hell <Archer>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11882	Swimsuit from Hell <Mage - 14 days>	A Swimsuit from Hell for Mages\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Swimsuit from Hell <Mage>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11883	Swimsuit from Hell <Mage - 30 days>	A Swimsuit from Hell for Mages\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Swimsuit from Hell <Mage>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11884	Swimsuit from Hell <Berserker - 14 days>	A Swimsuit from Hell for Berserkers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Swimsuit from Hell <Berserker>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11885	Swimsuit from Hell <Berserker - 30 days>	A Swimsuit from Hell for Berserkers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Swimsuit from Hell <Berserker>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11886	Swimsuit from Hell <Hunter - 14 days>	A Swimsuit from Hell for Hunters\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Swimsuit from Hell <Hunter>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11887	Swimsuit from Hell <Hunter - 30 days>	A Swimsuit from Hell for Hunters\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Swimsuit from Hell <Hunter>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11888	Swimsuit from Hell <Sorcerer - 14 days>	A Swimsuit from Hell for Sorcerers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Swimsuit from Hell <Sorcerer>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11889	Swimsuit from Hell <Sorcerer - 30 days>	A Swimsuit from Hell for Sorcerers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Swimsuit from Hell <Sorcerer>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11890	Swimsuit from Hell <Swashbuckler - 14 day>	A Swimsuit from Hell for Swashbucklers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Swimsuit from Hell <Swashbuckler>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11891	Swimsuit from Hell <Swashbuckler - 30 day>	A Swimsuit from Hell for Swashbucklers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Swimsuit from Hell <Swashbuckler>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11892	Swimsuit from Hell <Ranger - 14 days>	A Swimsuit from Hell for Rangers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Swimsuit from Hell <Ranger>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11893	Swimsuit from Hell <Ranger - 30 days>	A Swimsuit from Hell for Rangers\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Swimsuit from Hell <Ranger>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11894	Swimsuit from Hell <Elementalist - 14 day>	A Swimsuit from Hell for Elementalists\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Swimsuit from Hell <Elementalist>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11895	Swimsuit from Hell <Elementalist - 30 day>	A Swimsuit from Hell for Elementalists\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Swimsuit from Hell <Elementalist>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11896	Swimsuit from Hell <DragonScion - 14 days>	A Swimsuit from Hell for DragonScions\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Swimsuit from Hell <DragonScion>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
11897	Swimsuit from Hell <DragonScion - 30 days>	A Swimsuit from Hell for DragonScions\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Swimsuit from Hell <DragonScion>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +15\nAttack Speed +10%\nMovement Speed +10%\nDefense +20\nAll Elemental Resistance +15%\nBlock +5%\nSkill Block +5%\nXP +15%\nDrop Rate +10%\nGold +20%\n\nUsage time: 30 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13001	Rare Tuxedo: Balanced <Knight - 14 days>	A rare Balanced Tuxedo for Knights\nHas outstanding attributes to help you grow.\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Tuxedo: Balanced <Knight>\nImproves your ability to advance.\n\nHP +30\nMana +30\nDamage +10\nDefense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
13002	Rare Tuxedo: Superior <Knight - 14 days>	A rare Superior Tuxedo for Knights\nHelps you achieve outstanding talents in all areas.\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.	Non-UI	Rare Tuxedo: Superior <Knight>\nEnormously enhances all of your abilities\n\nHP +50\nMana +50\nDamage +20\nAll Elemental Attack +10\nAttack Speed +5%\nMovement Speed +5%\nDefense +20\nAll Elemental Resistance +10%\nBlock +5%\nSkill Block +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nUsage time: 14 days\n\nCan be toggled On/Off.\nToggling does not affect the duration.
